"Time Stamp","Time Zone","Name","PTID","Load"
"11/03/2008 00:00:00","EST","CAPITL",61757,1012.8
"11/03/2008 00:00:00","EST","CENTRL",61754,1531
"11/03/2008 00:00:00","EST","DUNWOD",61760,501.7
"11/03/2008 00:00:00","EST","GENESE",61753,880.3
"11/03/2008 00:00:00","EST","HUD VL",61758,947.3
"11/03/2008 00:00:00","EST","LONGIL",61762,1878.9
"11/03/2008 00:00:00","EST","MHK VL",61756,657.5
"11/03/2008 00:00:00","EST","MILLWD",61759,247.7
"11/03/2008 00:00:00","EST","N.Y.C.",61761,4767.4
"11/03/2008 00:00:00","EST","NORTH",61755,736
"11/03/2008 00:00:00","EST","WEST",61752,1461.2
"11/03/2008 00:05:00","EST","CAPITL",61757,1046.3
"11/03/2008 00:05:00","EST","CENTRL",61754,1516
"11/03/2008 00:05:00","EST","DUNWOD",61760,496.9
"11/03/2008 00:05:00","EST","GENESE",61753,877
"11/03/2008 00:05:00","EST","HUD VL",61758,921.9
"11/03/2008 00:05:00","EST","LONGIL",61762,1873.7
"11/03/2008 00:05:00","EST","MHK VL",61756,641.5
"11/03/2008 00:05:00","EST","MILLWD",61759,250
"11/03/2008 00:05:00","EST","N.Y.C.",61761,4709.5
"11/03/2008 00:05:00","EST","NORTH",61755,784.8
"11/03/2008 00:05:00","EST","WEST",61752,1469.6
"11/03/2008 00:10:00","EST","CAPITL",61757,994.3
"11/03/2008 00:10:00","EST","CENTRL",61754,1516.3
"11/03/2008 00:10:00","EST","DUNWOD",61760,499.1
"11/03/2008 00:10:00","EST","GENESE",61753,874.7
"11/03/2008 00:10:00","EST","HUD VL",61758,930.7
"11/03/2008 00:10:00","EST","LONGIL",61762,1842.7
"11/03/2008 00:10:00","EST","MHK VL",61756,651.6
"11/03/2008 00:10:00","EST","MILLWD",61759,260.2
"11/03/2008 00:10:00","EST","N.Y.C.",61761,4708.3
"11/03/2008 00:10:00","EST","NORTH",61755,749.7
"11/03/2008 00:10:00","EST","WEST",61752,1470.2
"11/03/2008 00:15:00","EST","CAPITL",61757,991.6
"11/03/2008 00:15:00","EST","CENTRL",61754,1502.4
"11/03/2008 00:15:00","EST","DUNWOD",61760,488.7
"11/03/2008 00:15:00","EST","GENESE",61753,873.9
"11/03/2008 00:15:00","EST","HUD VL",61758,942.9
"11/03/2008 00:15:00","EST","LONGIL",61762,1830.6
"11/03/2008 00:15:00","EST","MHK VL",61756,664.5
"11/03/2008 00:15:00","EST","MILLWD",61759,259.6
"11/03/2008 00:15:00","EST","N.Y.C.",61761,4668.1
"11/03/2008 00:15:00","EST","NORTH",61755,740
"11/03/2008 00:15:00","EST","WEST",61752,1456.1
"11/03/2008 00:20:00","EST","CAPITL",61757,997.4
"11/03/2008 00:20:00","EST","CENTRL",61754,1519.9
"11/03/2008 00:20:00","EST","DUNWOD",61760,486.9
"11/03/2008 00:20:00","EST","GENESE",61753,866.6
"11/03/2008 00:20:00","EST","HUD VL",61758,928.3
"11/03/2008 00:20:00","EST","LONGIL",61762,1822.5
"11/03/2008 00:20:00","EST","MHK VL",61756,680.2
"11/03/2008 00:20:00","EST","MILLWD",61759,249.5
"11/03/2008 00:20:00","EST","N.Y.C.",61761,4672
"11/03/2008 00:20:00","EST","NORTH",61755,734.6
"11/03/2008 00:20:00","EST","WEST",61752,1441.2
"11/03/2008 00:25:00","EST","CAPITL",61757,958.9
"11/03/2008 00:25:00","EST","CENTRL",61754,1504
"11/03/2008 00:25:00","EST","DUNWOD",61760,482.6
"11/03/2008 00:25:00","EST","GENESE",61753,862.5
"11/03/2008 00:25:00","EST","HUD VL",61758,925.8
"11/03/2008 00:25:00","EST","LONGIL",61762,1812.6
"11/03/2008 00:25:00","EST","MHK VL",61756,676.2
"11/03/2008 00:25:00","EST","MILLWD",61759,241.5
"11/03/2008 00:25:00","EST","N.Y.C.",61761,4648.8
"11/03/2008 00:25:00","EST","NORTH",61755,739.3
"11/03/2008 00:25:00","EST","WEST",61752,1449.7
"11/03/2008 00:30:00","EST","CAPITL",61757,975.9
"11/03/2008 00:30:00","EST","CENTRL",61754,1501.1
"11/03/2008 00:30:00","EST","DUNWOD",61760,488.4
