"Time Stamp","Time Zone","Name","PTID","Load"
"12/08/2008 00:00:00","EST","CAPITL",61757,1247.8
"12/08/2008 00:00:00","EST","CENTRL",61754,1875
"12/08/2008 00:00:00","EST","DUNWOD",61760,529.7
"12/08/2008 00:00:00","EST","GENESE",61753,1065.3
"12/08/2008 00:00:00","EST","HUD VL",61758,1127.9
"12/08/2008 00:00:00","EST","LONGIL",61762,2260.8
"12/08/2008 00:00:00","EST","MHK VL",61756,888.8
"12/08/2008 00:00:00","EST","MILLWD",61759,380.7
"12/08/2008 00:00:00","EST","N.Y.C.",61761,5462.2
"12/08/2008 00:00:00","EST","NORTH",61755,834.1
"12/08/2008 00:00:00","EST","WEST",61752,1743.6
"12/08/2008 00:05:00","EST","CAPITL",61757,1248.1
"12/08/2008 00:05:00","EST","CENTRL",61754,1879
"12/08/2008 00:05:00","EST","DUNWOD",61760,533.6
"12/08/2008 00:05:00","EST","GENESE",61753,1070.3
"12/08/2008 00:05:00","EST","HUD VL",61758,1140.1
"12/08/2008 00:05:00","EST","LONGIL",61762,2236.5
"12/08/2008 00:05:00","EST","MHK VL",61756,863.9
"12/08/2008 00:05:00","EST","MILLWD",61759,368.6
"12/08/2008 00:05:00","EST","N.Y.C.",61761,5409.2
"12/08/2008 00:05:00","EST","NORTH",61755,836
"12/08/2008 00:05:00","EST","WEST",61752,1736.9
"12/08/2008 00:10:00","EST","CAPITL",61757,1212.8
"12/08/2008 00:10:00","EST","CENTRL",61754,1897.4
"12/08/2008 00:10:00","EST","DUNWOD",61760,527.5
"12/08/2008 00:10:00","EST","GENESE",61753,1068.9
"12/08/2008 00:10:00","EST","HUD VL",61758,1116
"12/08/2008 00:10:00","EST","LONGIL",61762,2223.1
"12/08/2008 00:10:00","EST","MHK VL",61756,883.9
"12/08/2008 00:10:00","EST","MILLWD",61759,334.6
"12/08/2008 00:10:00","EST","N.Y.C.",61761,5400.2
"12/08/2008 00:10:00","EST","NORTH",61755,827.5
"12/08/2008 00:10:00","EST","WEST",61752,1732
"12/08/2008 00:15:00","EST","CAPITL",61757,1221.1
"12/08/2008 00:15:00","EST","CENTRL",61754,1899.7
"12/08/2008 00:15:00","EST","DUNWOD",61760,515
"12/08/2008 00:15:00","EST","GENESE",61753,1054.5
"12/08/2008 00:15:00","EST","HUD VL",61758,1118.2
"12/08/2008 00:15:00","EST","LONGIL",61762,2218.3
"12/08/2008 00:15:00","EST","MHK VL",61756,851.9
"12/08/2008 00:15:00","EST","MILLWD",61759,388.3
"12/08/2008 00:15:00","EST","N.Y.C.",61761,5338.9
"12/08/2008 00:15:00","EST","NORTH",61755,843.2
"12/08/2008 00:15:00","EST","WEST",61752,1714.1
"12/08/2008 00:20:00","EST","CAPITL",61757,1212.5
"12/08/2008 00:20:00","EST","CENTRL",61754,1903.8
"12/08/2008 00:20:00","EST","DUNWOD",61760,523.5
"12/08/2008 00:20:00","EST","GENESE",61753,1061.9
"12/08/2008 00:20:00","EST","HUD VL",61758,1119.8
"12/08/2008 00:20:00","EST","LONGIL",61762,2207.2
"12/08/2008 00:20:00","EST","MHK VL",61756,860.6
"12/08/2008 00:20:00","EST","MILLWD",61759,386
"12/08/2008 00:20:00","EST","N.Y.C.",61761,5312.3
"12/08/2008 00:20:00","EST","NORTH",61755,835.7
"12/08/2008 00:20:00","EST","WEST",61752,1700.8
