station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-23 00:00:00 EDT,43.11700,-73.57829,103,50.1,50.9,50.1,99.1,49.9,0.000,0.000,0.00,0.000,0.2,1.4,0.4,315,14,0.8,2.0,0.4,315,40,0.2,1.4,0.4,315,14,0,30.18,,,,,,,,,,
SCHU,2015-09-23 00:05:00 EDT,43.11700,-73.57829,103,50.0,50.9,50.0,99.2,49.8,0.000,0.000,0.00,0.000,0.2,0.9,0.3,322,9,0.8,6.9,0.7,328,32,0.2,0.9,0.3,322,9,0,30.18,,,,,,,,,,
SCHU,2015-09-23 00:10:00 EDT,43.11700,-73.57829,103,50.0,50.9,50.0,99.2,49.8,0.000,0.000,0.00,0.000,0.4,1.5,0.4,328,16,1.0,2.5,0.5,331,31,0.4,1.5,0.4,328,16,0,30.18,,,,,,,,,,
SCHU,2015-09-23 00:15:00 EDT,43.11700,-73.57829,103,49.3,50.7,49.3,99.0,49.0,0.000,0.000,0.00,0.000,0.1,0.7,0.2,280,8,0.7,3.8,0.4,291,28,0.1,0.7,0.2,280,8,0,30.18,,,,,,,,,,
SCHU,2015-09-23 00:20:00 EDT,43.11700,-73.57829,103,49.5,50.6,49.5,98.9,49.2,0.000,0.000,0.00,0.000,0.1,0.7,0.2,271,0,0.4,0.9,0.2,313,45,0.1,0.7,0.2,271,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 00:25:00 EDT,43.11700,-73.57829,103,49.4,50.6,49.4,99.0,49.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.1,0.2,44,43,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 00:30:00 EDT,43.11700,-73.57829,103,49.3,50.3,49.3,99.2,49.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,1.3,0.2,73,19,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 00:35:00 EDT,43.11700,-73.57829,103,49.2,50.0,49.2,99.2,49.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,2.9,0.3,45,36,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 00:40:00 EDT,43.11700,-73.57829,103,48.9,49.9,48.9,99.2,48.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.9,1.1,0.2,125,13,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 00:45:00 EDT,43.11700,-73.57829,103,49.1,49.8,49.1,99.4,48.9,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,1.1,0.2,135,13,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 00:50:00 EDT,43.11700,-73.57829,103,48.9,49.6,48.9,99.4,48.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,4.9,0.4,130,29,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 00:55:00 EDT,43.11700,-73.57829,103,48.7,50.0,48.7,99.3,48.5,0.000,0.000,0.00,0.000,0.1,0.7,0.2,271,0,0.9,2.0,0.4,78,19,0.1,0.7,0.2,271,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 01:00:00 EDT,43.11700,-73.57829,103,48.8,50.0,48.8,99.4,48.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,2.5,0.3,88,34,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 01:05:00 EDT,43.11700,-73.57829,103,48.7,49.8,48.7,99.4,48.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.1,0.2,95,47,0.0,0.0,0.0,0,0,0,30.17,,,,,,,,,,
SCHU,2015-09-23 01:10:00 EDT,43.11700,-73.57829,103,48.9,50.0,48.9,99.5,48.8,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.3,0.2,352,22,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:15:00 EDT,43.11700,-73.57829,103,48.8,49.9,48.8,99.5,48.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,1.1,0.2,311,57,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:20:00 EDT,43.11700,-73.57829,103,48.2,50.1,48.2,99.4,48.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,0.9,0.2,339,27,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:25:00 EDT,43.11700,-73.57829,103,48.6,50.0,48.6,99.5,48.5,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.6,0.3,46,51,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:30:00 EDT,43.11700,-73.57829,103,49.2,49.7,49.2,99.7,49.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.3,2.2,0.4,40,21,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:35:00 EDT,43.11700,-73.57829,103,49.5,49.7,49.5,99.7,49.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.2,2.0,0.4,358,21,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:40:00 EDT,43.11700,-73.57829,103,49.5,49.6,49.5,99.7,49.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.1,2.2,0.4,345,14,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:45:00 EDT,43.11700,-73.57829,103,49.0,49.1,49.0,99.6,48.9,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.4,6.3,0.6,9,13,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:50:00 EDT,43.11700,-73.57829,103,48.5,48.8,48.5,99.5,48.4,0.000,0.000,0.00,0.000,0.6,1.8,0.5,15,22,1.5,4.0,0.5,24,27,0.6,1.8,0.5,15,22,0,30.18,,,,,,,,,,
SCHU,2015-09-23 01:55:00 EDT,43.11700,-73.57829,103,48.4,48.7,48.4,99.5,48.2,0.000,0.000,0.00,0.000,0.3,1.6,0.4,4,19,1.1,5.6,0.6,13,29,0.3,1.6,0.4,4,19,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:00:00 EDT,43.11700,-73.57829,103,48.4,48.6,48.4,99.5,48.2,0.000,0.000,0.00,0.000,1.0,1.8,0.3,327,5,1.3,2.5,0.5,339,11,1.0,1.8,0.3,327,5,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:05:00 EDT,43.11700,-73.57829,103,48.3,48.6,48.3,99.5,48.2,0.000,0.000,0.00,0.000,0.0,0.5,0.1,331,0,0.4,0.9,0.3,344,49,0.0,0.5,0.1,331,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:10:00 EDT,43.11700,-73.57829,103,47.8,48.6,47.8,99.4,47.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,6.7,0.7,115,53,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:15:00 EDT,43.11700,-73.57829,103,47.9,48.4,47.9,99.4,47.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.3,0.2,155,43,0.0,0.0,0.0,0,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:20:00 EDT,43.11700,-73.57829,103,47.9,48.3,47.9,99.5,47.7,0.000,0.000,0.00,0.000,0.1,0.5,0.2,332,0,0.9,1.8,0.2,115,17,0.1,0.5,0.2,332,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:25:00 EDT,43.11700,-73.57829,103,47.4,48.2,47.4,99.4,47.2,0.000,0.000,0.00,0.000,0.1,0.6,0.2,332,0,1.0,1.6,0.2,108,16,0.1,0.6,0.2,332,0,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:30:00 EDT,43.11700,-73.57829,103,47.4,48.2,47.4,99.5,47.3,0.000,0.000,0.00,0.000,0.5,1.7,0.5,95,6,1.4,2.9,0.5,89,13,0.5,1.7,0.5,95,6,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:35:00 EDT,43.11700,-73.57829,103,47.2,48.1,47.2,99.4,47.1,0.000,0.000,0.00,0.000,0.1,1.1,0.3,104,3,1.0,1.8,0.3,73,22,0.1,1.1,0.3,104,3,0,30.18,,,,,,,,,,
SCHU,2015-09-23 02:40:00 EDT,43.11700,-73.57829,103,47.6,48.1,47.6,99.5,47.4,0.000,0.000,0.00,0.000,0.2,0.9,0.3,112,0,0.9,12.1,1.2,332,38,0.2,0.9,0.3,112,0,0,30.18,,,,,,,,,,
