station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-21 00:00:00 EDT,43.11700,-73.57829,103,50.6,51.5,50.6,94.0,49.0,0.000,0.306,0.00,0.000,1.9,3.7,0.7,12,15,2.4,4.7,0.8,22,16,1.9,3.7,0.7,12,15,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:05:00 EDT,43.11700,-73.57829,103,49.6,51.7,49.6,93.2,47.7,0.000,0.000,0.00,0.000,1.7,2.8,0.6,5,19,2.4,4.9,0.7,11,18,1.7,2.8,0.6,5,19,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:10:00 EDT,43.11700,-73.57829,103,50.7,51.8,50.7,91.8,48.4,0.000,0.000,0.00,0.000,2.1,4.0,0.8,2,20,2.9,5.4,0.9,10,18,2.1,4.0,0.8,2,20,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:15:00 EDT,43.11700,-73.57829,103,50.5,51.4,50.5,88.7,47.3,0.000,0.000,0.00,0.000,1.5,3.5,0.8,9,28,2.2,5.1,0.9,21,21,1.5,3.5,0.8,9,28,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:20:00 EDT,43.11700,-73.57829,103,50.9,51.7,50.9,88.0,47.4,0.000,0.000,0.00,0.000,0.8,2.6,0.8,25,17,1.6,4.3,0.7,40,26,0.8,2.6,0.8,25,17,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:25:00 EDT,43.11700,-73.57829,103,49.9,51.4,49.9,87.9,46.5,0.000,0.000,0.00,0.000,0.4,1.8,0.6,59,29,1.3,2.7,0.7,51,40,0.4,1.8,0.6,59,29,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:30:00 EDT,43.11700,-73.57829,103,49.4,51.0,49.4,89.3,46.4,0.000,0.000,0.00,0.000,0.8,1.5,0.3,37,19,1.6,3.4,0.4,47,16,0.8,1.5,0.3,37,19,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:35:00 EDT,43.11700,-73.57829,103,48.9,50.6,48.9,90.1,46.1,0.000,0.000,0.00,0.000,0.1,1.1,0.3,17,3,0.9,4.3,0.6,34,38,0.1,1.1,0.3,17,3,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:40:00 EDT,43.11700,-73.57829,103,48.5,50.0,48.5,92.7,46.5,0.000,0.000,0.00,0.000,0.4,1.2,0.5,106,10,1.4,2.2,0.5,93,20,0.4,1.2,0.5,106,10,0,30.08,,,,,,,,,,
SCHU,2015-09-21 00:45:00 EDT,43.11700,-73.57829,103,48.5,49.7,48.5,93.9,46.8,0.000,0.000,0.00,0.000,1.6,2.0,0.3,111,5,2.1,2.9,0.3,111,8,1.6,2.0,0.3,111,5,0,30.08,,,,,,,,,,
