station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
BELD,2016-01-11 00:00:00 EST,42.22322,-75.66852,1543,27.7,27.6,17.0,60.0,15.6,,,,,12.8,22.2,3.0,257,16,14.2,27.3,3.8,264,14,12.8,22.2,3.0,257,16,0,27.95,,0,0,0,34.1,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:05:00 EST,42.22322,-75.66852,1543,27.4,27.4,17.2,57.3,14.3,,,,,11.6,18.9,3.4,257,15,13.2,23.3,4.4,263,15,11.6,18.9,3.4,257,15,0,27.95,,0,0,0,34.2,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:10:00 EST,42.22322,-75.66852,1543,27.1,27.1,17.6,54.3,12.8,,,,,10.2,18.6,3.1,251,16,11.4,20.4,3.3,256,16,10.2,18.6,3.1,251,16,0,27.96,,0,0,0,34.1,35.9,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:15:00 EST,42.22322,-75.66852,1543,27.1,27.0,17.6,52.5,12.0,,,,,10.0,17.5,3.6,257,19,11.3,19.5,4.3,261,18,10.0,17.5,3.6,257,19,0,27.96,,0,0,0,34.1,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:20:00 EST,42.22322,-75.66852,1543,26.9,26.8,16.1,52.6,11.9,,,,,12.7,23.9,3.9,258,21,14.0,26.2,4.4,263,20,12.7,23.9,3.9,258,21,0,27.96,,0,0,0,34.1,35.9,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:25:00 EST,42.22322,-75.66852,1543,26.8,26.7,15.9,53.5,12.2,,,,,12.9,22.1,3.7,259,18,14.2,24.4,4.2,266,17,12.9,22.1,3.7,259,18,0,27.97,,0,0,0,34.1,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:30:00 EST,42.22322,-75.66852,1543,26.7,26.6,15.9,54.4,12.5,,,,,12.6,19.8,3.3,255,14,14.3,24.2,3.9,262,14,12.6,19.8,3.3,255,14,0,27.97,,0,0,0,34.1,35.9,38.2,0.49,0.41,0.40
BELD,2016-01-11 00:35:00 EST,42.22322,-75.66852,1543,26.5,26.4,16.4,55.9,12.9,,,,,11.0,20.7,3.5,265,20,12.5,22.4,4.2,272,16,11.0,20.7,3.5,265,20,0,27.97,,0,0,0,34.1,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:40:00 EST,42.22322,-75.66852,1543,26.3,26.1,16.9,58.2,13.6,,,,,9.4,18.9,3.1,275,21,10.5,20.4,3.4,281,22,9.4,18.9,3.1,275,21,0,27.98,,0,0,0,34.1,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:45:00 EST,42.22322,-75.66852,1543,25.9,25.7,15.6,63.1,15.1,,,,,10.9,18.2,2.9,272,20,12.2,20.6,3.6,275,16,10.9,18.2,2.9,272,20,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:50:00 EST,42.22322,-75.66852,1543,25.6,25.4,13.3,63.3,14.8,,,,,15.0,25.5,4.3,278,19,16.6,29.8,4.8,283,17,15.0,25.5,4.3,278,19,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 00:55:00 EST,42.22322,-75.66852,1543,25.3,25.1,14.4,64.3,14.9,,,,,11.9,25.1,4.2,276,21,13.3,30.0,4.7,281,21,11.9,25.1,4.2,276,21,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:00:00 EST,42.22322,-75.66852,1543,25.1,25.0,13.9,62.1,13.9,,,,,12.2,22.4,4.0,260,20,13.7,26.4,4.7,267,18,12.2,22.4,4.0,260,20,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:05:00 EST,42.22322,-75.66852,1543,24.8,24.8,13.5,59.7,12.8,,,,,12.5,25.3,4.2,274,16,14.0,27.7,4.9,279,12,12.5,25.3,4.2,274,16,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:10:00 EST,42.22322,-75.66852,1543,24.7,24.7,12.7,56.7,11.5,,,,,13.9,22.3,4.5,282,20,15.1,26.4,5.0,287,20,13.9,22.3,4.5,282,20,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:15:00 EST,42.22322,-75.66852,1543,24.7,24.7,13.4,53.1,10.0,,,,,12.5,22.2,4.0,275,20,14.1,25.7,4.6,282,16,12.5,22.2,4.0,275,20,0,27.98,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:20:00 EST,42.22322,-75.66852,1543,24.8,24.7,13.6,51.6,9.5,,,,,12.1,22.3,3.7,278,19,13.5,23.0,4.2,283,15,12.1,22.3,3.7,278,19,0,27.99,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:25:00 EST,42.22322,-75.66852,1543,24.8,24.7,15.6,52.8,10.0,,,,,8.7,17.5,2.9,281,20,9.7,18.6,3.3,287,18,8.7,17.5,2.9,281,20,0,27.99,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:30:00 EST,42.22322,-75.66852,1543,24.8,24.7,15.6,54.3,10.6,,,,,8.6,16.1,3.0,279,26,9.6,17.2,3.4,286,25,8.6,16.1,3.0,279,26,0,27.99,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:35:00 EST,42.22322,-75.66852,1543,24.7,24.6,14.0,55.3,10.9,,,,,11.2,19.0,3.0,279,17,12.4,20.6,3.6,285,15,11.2,19.0,3.0,279,17,0,27.99,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:40:00 EST,42.22322,-75.66852,1543,24.7,24.6,15.0,56.1,11.2,,,,,9.4,16.8,3.3,270,18,10.5,19.7,3.7,276,17,9.4,16.8,3.3,270,18,0,27.99,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:45:00 EST,42.22322,-75.66852,1543,24.6,24.5,15.3,56.7,11.5,,,,,8.8,16.9,3.1,268,18,10.0,19.7,3.7,274,18,8.8,16.9,3.1,268,18,0,27.99,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:50:00 EST,42.22322,-75.66852,1543,24.6,24.5,16.1,57.7,11.9,,,,,7.7,16.0,2.6,263,21,8.4,16.8,3.0,271,20,7.7,16.0,2.6,263,21,0,28.00,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 01:55:00 EST,42.22322,-75.66852,1543,24.3,24.2,12.2,60.3,12.5,,,,,14.1,26.7,5.0,277,18,15.2,28.2,5.3,284,17,14.1,26.7,5.0,277,18,0,28.00,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:00:00 EST,42.22322,-75.66852,1543,24.0,23.8,12.6,64.0,13.6,,,,,12.1,22.5,3.8,269,17,13.9,29.1,4.8,274,13,12.1,22.5,3.8,269,17,0,28.00,,0,0,0,34.0,35.8,38.2,0.49,0.41,0.40
BELD,2016-01-11 02:05:00 EST,42.22322,-75.66852,1543,23.5,23.4,12.5,68.8,14.8,,,,,11.2,21.4,3.5,274,18,12.6,23.5,4.3,280,13,11.2,21.4,3.5,274,18,0,28.01,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:10:00 EST,42.22322,-75.66852,1543,23.2,23.1,14.7,71.4,15.3,,,,,7.2,15.1,2.7,264,22,8.2,17.4,3.1,271,18,7.2,15.1,2.7,264,22,0,28.01,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:15:00 EST,42.22322,-75.66852,1543,23.3,23.1,13.1,70.7,15.2,,,,,9.6,16.8,3.2,265,18,10.9,19.9,3.8,271,16,9.6,16.8,3.2,265,18,0,28.01,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:20:00 EST,42.22322,-75.66852,1543,23.5,23.3,14.6,69.8,15.1,,,,,7.8,13.4,2.6,260,18,8.8,17.7,3.2,267,18,7.8,13.4,2.6,260,18,0,28.02,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:25:00 EST,42.22322,-75.66852,1543,23.5,23.3,14.1,70.8,15.4,,,,,8.6,15.6,3.0,259,18,9.9,18.8,3.8,267,16,8.6,15.6,3.0,259,18,0,28.02,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:30:00 EST,42.22322,-75.66852,1543,23.0,22.8,12.0,75.4,16.4,,,,,11.1,20.8,2.8,256,20,12.2,22.4,3.3,262,18,11.1,20.8,2.8,256,20,0,28.02,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:35:00 EST,42.22322,-75.66852,1543,22.6,22.4,12.5,81.8,17.8,,,,,9.3,14.7,2.2,260,19,10.4,17.2,2.7,267,17,9.3,14.7,2.2,260,19,0,28.03,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:40:00 EST,42.22322,-75.66852,1543,22.4,22.2,13.2,84.7,18.5,,,,,7.9,13.1,2.2,262,20,9.0,16.6,2.9,271,18,7.9,13.1,2.2,262,20,0,28.03,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:45:00 EST,42.22322,-75.66852,1543,22.2,22.0,13.0,87.2,19.0,,,,,7.9,12.4,1.8,254,18,8.7,16.1,2.4,259,20,7.9,12.4,1.8,254,18,0,28.03,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:50:00 EST,42.22322,-75.66852,1543,22.4,22.2,13.1,84.2,18.4,,,,,8.1,15.9,3.0,246,17,8.9,18.8,3.3,253,16,8.1,15.9,3.0,246,17,0,28.04,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 02:55:00 EST,42.22322,-75.66852,1543,22.7,22.5,12.6,77.4,16.7,,,,,9.4,21.1,4.3,254,19,10.5,26.2,5.0,260,17,9.4,21.1,4.3,254,19,0,28.04,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
BELD,2016-01-11 03:00:00 EST,42.22322,-75.66852,1543,22.9,22.7,11.1,70.4,14.7,,,,,12.5,25.4,3.6,260,19,13.9,28.2,4.3,265,18,12.5,25.4,3.6,260,19,0,28.04,,0,0,0,34.0,35.8,38.1,0.49,0.41,0.40
