station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-15 00:00:00 EDT,43.11700,-73.57829,103,54.7,56.3,54.7,98.3,54.3,0.000,0.017,0.00,0.000,2.2,3.4,0.4,98,9,2.9,4.3,0.5,98,9,2.2,3.4,0.4,98,9,0,30.03,,,,,,,,,,
SCHU,2015-09-15 00:05:00 EDT,43.11700,-73.57829,103,55.0,56.0,55.0,95.9,53.8,0.000,0.000,0.00,0.000,2.4,3.1,0.4,120,15,2.8,3.8,0.5,119,14,2.4,3.1,0.4,120,15,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:10:00 EDT,43.11700,-73.57829,103,54.6,55.4,54.6,97.0,53.8,0.000,0.000,0.00,0.000,0.9,2.0,0.5,162,8,1.3,2.5,0.5,164,18,0.9,2.0,0.5,162,8,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:15:00 EDT,43.11700,-73.57829,103,54.3,55.3,54.3,97.4,53.6,0.000,0.000,0.00,0.000,0.4,1.0,0.3,166,0,1.0,2.9,0.3,130,20,0.4,1.0,0.3,166,0,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:20:00 EDT,43.11700,-73.57829,103,54.4,55.6,54.4,98.1,53.9,0.000,0.000,0.00,0.000,0.1,1.1,0.3,87,3,1.2,2.5,0.4,98,15,0.1,1.1,0.3,87,3,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:25:00 EDT,43.11700,-73.57829,103,53.8,55.5,53.8,98.1,53.2,0.000,0.000,0.00,0.000,1.2,1.8,0.3,86,6,1.8,2.9,0.4,84,10,1.2,1.8,0.3,86,6,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:30:00 EDT,43.11700,-73.57829,103,53.7,55.3,53.7,97.6,53.0,0.000,0.000,0.00,0.000,0.4,1.0,0.3,93,10,1.2,4.3,0.5,94,25,0.4,1.0,0.3,93,10,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:35:00 EDT,43.11700,-73.57829,103,54.2,55.1,54.2,98.6,53.8,0.000,0.000,0.00,0.000,0.2,0.9,0.3,110,0,0.9,2.7,0.4,138,23,0.2,0.9,0.3,110,0,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:40:00 EDT,43.11700,-73.57829,103,54.2,55.3,54.2,98.8,53.9,0.000,0.000,0.00,0.000,1.0,1.8,0.5,121,10,1.5,2.5,0.4,124,9,1.0,1.8,0.5,121,10,0,30.04,,,,,,,,,,
SCHU,2015-09-15 00:45:00 EDT,43.11700,-73.57829,103,54.1,55.4,54.1,98.9,53.8,0.000,0.000,0.00,0.000,1.6,2.4,0.3,116,13,2.0,2.9,0.3,114,14,1.6,2.4,0.3,116,13,0,30.05,,,,,,,,,,
