station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-21 00:00:00 EDT,43.11700,-73.57829,103,77.0,77.3,77.0,67.3,65.3,0.000,0.000,0.00,0.000,4.7,8.7,1.7,159,24,5.5,11.2,2.1,158,21,4.7,8.7,1.7,159,24,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:05:00 EDT,43.11700,-73.57829,103,77.2,77.3,77.2,66.7,65.2,0.000,0.000,0.00,0.000,5.1,9.5,2.0,155,19,5.8,11.9,2.3,154,20,5.1,9.5,2.0,155,19,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:10:00 EDT,43.11700,-73.57829,103,77.2,77.3,77.2,66.6,65.3,0.000,0.000,0.00,0.000,5.8,11.0,1.7,147,25,6.4,11.2,1.8,148,24,5.8,11.0,1.7,147,25,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:15:00 EDT,43.11700,-73.57829,103,77.1,77.2,77.1,66.7,65.2,0.000,0.000,0.00,0.000,5.8,9.7,1.9,155,20,6.4,11.4,2.2,156,18,5.8,9.7,1.9,155,20,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:20:00 EDT,43.11700,-73.57829,103,77.1,77.2,77.1,66.7,65.1,0.000,0.000,0.00,0.000,4.6,9.9,2.5,155,25,5.2,11.2,2.7,155,24,4.6,9.9,2.5,155,25,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:25:00 EDT,43.11700,-73.57829,103,77.0,77.1,77.0,67.0,65.2,0.000,0.000,0.00,0.000,4.1,11.0,2.5,150,36,4.9,12.5,2.7,151,35,4.1,11.0,2.5,150,36,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:30:00 EDT,43.11700,-73.57829,103,77.0,77.0,77.0,66.9,65.1,0.000,0.000,0.00,0.000,4.9,10.2,1.7,164,27,5.4,12.1,2.0,163,26,4.9,10.2,1.7,164,27,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:35:00 EDT,43.11700,-73.57829,103,76.9,77.0,76.9,67.1,65.2,0.000,0.000,0.00,0.000,4.6,9.3,1.6,170,25,5.4,11.6,1.9,171,25,4.6,9.3,1.6,170,25,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:40:00 EDT,43.11700,-73.57829,103,76.7,76.8,76.7,68.1,65.4,0.003,0.003,0.00,0.003,4.0,10.7,2.4,150,22,4.9,12.5,2.5,149,24,4.0,10.7,2.4,150,22,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:45:00 EDT,43.11700,-73.57829,103,75.0,75.2,75.0,73.3,65.9,0.029,0.033,0.70,0.033,5.8,14.0,3.6,156,25,6.6,15.2,3.8,158,24,5.8,14.0,3.6,156,25,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:50:00 EDT,43.11700,-73.57829,103,73.0,73.4,73.0,81.8,67.0,0.001,0.033,0.00,0.033,1.9,4.2,1.1,141,30,2.4,4.9,1.1,145,33,1.9,4.2,1.1,141,30,0,29.83,,,,,,,,,,
SCHU,2015-08-21 00:55:00 EDT,43.11700,-73.57829,103,71.8,72.8,71.8,86.7,67.6,0.000,0.033,0.00,0.033,1.3,4.3,1.1,170,20,1.7,4.7,1.1,173,26,1.3,4.3,1.1,170,20,0,29.83,,,,,,,,,,
SCHU,2015-08-21 01:00:00 EDT,43.11700,-73.57829,103,70.9,72.5,70.9,91.3,68.3,0.000,0.033,0.00,0.033,0.7,3.8,0.8,202,31,1.1,4.7,0.8,215,48,0.7,3.8,0.8,202,31,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:05:00 EDT,43.11700,-73.57829,103,70.6,71.8,70.6,93.1,68.5,0.000,0.033,0.00,0.033,1.1,2.0,0.4,261,43,1.4,2.9,0.4,267,46,1.1,2.0,0.4,261,43,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:10:00 EDT,43.11700,-73.57829,103,70.5,71.2,70.5,93.7,68.6,0.000,0.033,0.00,0.033,0.3,0.9,0.3,323,0,0.9,5.4,0.6,345,38,0.3,0.9,0.3,323,0,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:15:00 EDT,43.11700,-73.57829,103,70.7,71.4,70.7,94.5,69.0,0.000,0.033,0.00,0.033,0.1,1.3,0.2,307,5,0.9,4.7,0.6,296,61,0.1,1.3,0.2,307,5,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:20:00 EDT,43.11700,-73.57829,103,70.7,72.1,70.7,94.5,69.1,0.000,0.033,0.00,0.033,0.6,2.2,0.6,196,29,1.1,2.7,0.5,179,47,0.6,2.2,0.6,196,29,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:25:00 EDT,43.11700,-73.57829,103,70.7,71.7,70.7,94.8,69.1,0.000,0.033,0.00,0.033,0.3,1.9,0.4,144,20,0.9,2.7,0.5,157,43,0.3,1.9,0.4,144,20,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:30:00 EDT,43.11700,-73.57829,103,71.4,72.4,71.4,91.6,68.8,0.000,0.033,0.00,0.033,0.7,2.2,0.6,140,37,1.4,2.9,0.8,116,57,0.7,2.2,0.6,140,37,0,29.81,,,,,,,,,,
SCHU,2015-08-21 01:35:00 EDT,43.11700,-73.57829,103,71.9,72.7,71.9,88.6,68.4,0.000,0.033,0.00,0.033,1.2,3.4,0.9,195,26,1.6,4.3,0.9,202,41,1.2,3.4,0.9,195,26,0,29.82,,,,,,,,,,
SCHU,2015-08-21 01:40:00 EDT,43.11700,-73.57829,103,72.0,73.0,72.0,86.8,67.9,0.006,0.040,0.00,0.036,3.1,8.4,2.0,155,26,3.5,10.3,2.4,153,30,3.1,8.4,2.0,155,26,0,29.81,,,,,,,,,,
SCHU,2015-08-21 01:45:00 EDT,43.11700,-73.57829,103,71.9,72.4,71.9,86.3,67.6,0.000,0.040,0.00,0.007,1.8,4.2,0.9,160,23,2.2,4.9,0.9,154,28,1.8,4.2,0.9,160,23,0,29.81,,,,,,,,,,
SCHU,2015-08-21 01:50:00 EDT,43.11700,-73.57829,103,71.6,72.5,71.6,87.1,67.6,0.000,0.040,0.00,0.006,2.4,4.8,0.7,185,27,2.7,5.4,0.8,182,30,2.4,4.8,0.7,185,27,0,29.81,,,,,,,,,,
SCHU,2015-08-21 01:55:00 EDT,43.11700,-73.57829,103,71.1,72.4,71.1,89.2,67.8,0.000,0.040,0.00,0.006,1.3,2.5,0.6,238,26,1.5,2.9,0.6,237,33,1.3,2.5,0.6,238,26,0,29.82,,,,,,,,,,
SCHU,2015-08-21 02:00:00 EDT,43.11700,-73.57829,103,70.4,71.7,70.4,93.2,68.4,0.000,0.040,0.00,0.006,0.7,2.0,0.5,217,14,0.9,2.9,0.5,219,29,0.7,2.0,0.5,217,14,0,29.82,,,,,,,,,,
SCHU,2015-08-21 02:05:00 EDT,43.11700,-73.57829,103,70.4,71.1,70.4,94.6,68.8,0.028,0.068,0.35,0.034,1.3,3.1,0.7,246,27,1.6,3.1,0.6,259,33,1.3,3.1,0.7,246,27,0,29.82,,,,,,,,,,
