station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-14 00:00:00 EDT,43.11700,-73.57829,103,58.3,58.5,58.3,92.1,56.1,0.000,0.610,0.00,0.000,0.9,3.2,0.8,186,27,1.5,4.5,0.9,172,41,0.9,3.2,0.8,186,27,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:05:00 EDT,43.11700,-73.57829,103,58.4,58.5,58.4,90.3,55.6,0.000,0.000,0.00,0.000,2.1,5.3,1.0,184,24,2.6,6.0,1.1,180,28,2.1,5.3,1.0,184,24,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:10:00 EDT,43.11700,-73.57829,103,58.3,58.6,58.3,89.6,55.3,0.000,0.000,0.00,0.000,1.9,5.3,1.0,181,28,2.3,5.6,1.2,174,29,1.9,5.3,1.0,181,28,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:15:00 EDT,43.11700,-73.57829,103,58.4,58.6,58.4,89.3,55.2,0.000,0.000,0.00,0.000,1.5,4.5,1.2,197,23,1.9,5.4,1.1,187,39,1.5,4.5,1.2,197,23,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:20:00 EDT,43.11700,-73.57829,103,58.4,58.6,58.4,87.8,54.8,0.000,0.000,0.00,0.000,1.4,2.8,0.7,175,16,1.8,4.0,0.8,170,22,1.4,2.8,0.7,175,16,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:25:00 EDT,43.11700,-73.57829,103,58.3,58.5,58.3,88.7,55.0,0.000,0.000,0.00,0.000,1.8,3.5,0.6,169,23,2.2,4.9,0.7,163,24,1.8,3.5,0.6,169,23,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:30:00 EDT,43.11700,-73.57829,103,58.2,58.5,58.2,88.6,54.9,0.000,0.000,0.00,0.000,0.9,3.4,0.9,188,22,1.3,3.6,0.8,182,37,0.9,3.4,0.9,188,22,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:35:00 EDT,43.11700,-73.57829,103,58.3,58.5,58.3,86.2,54.2,0.000,0.000,0.00,0.000,1.6,3.6,0.9,197,30,2.0,4.7,1.1,193,34,1.6,3.6,0.9,197,30,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:40:00 EDT,43.11700,-73.57829,103,58.0,58.3,58.0,86.7,54.0,0.000,0.000,0.00,0.000,1.1,3.0,0.8,189,28,1.5,4.0,0.8,177,44,1.1,3.0,0.8,189,28,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:45:00 EDT,43.11700,-73.57829,103,57.3,58.0,57.3,88.4,53.9,0.000,0.000,0.00,0.000,1.2,3.0,0.7,183,30,1.6,3.1,0.6,165,35,1.2,3.0,0.7,183,30,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:50:00 EDT,43.11700,-73.57829,103,57.4,58.0,57.4,87.6,53.8,0.000,0.000,0.00,0.000,1.4,3.1,0.8,164,19,1.9,4.5,0.8,158,34,1.4,3.1,0.8,164,19,0,29.69,,,,,,,,,,
SCHU,2015-09-14 00:55:00 EDT,43.11700,-73.57829,103,57.7,58.1,57.7,85.8,53.5,0.000,0.000,0.00,0.000,2.2,4.5,0.8,190,30,2.7,5.8,1.0,185,31,2.2,4.5,0.8,190,30,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:00:00 EDT,43.11700,-73.57829,103,57.7,58.0,57.7,85.8,53.5,0.000,0.000,0.00,0.000,1.5,3.4,0.8,180,38,1.9,3.6,0.7,170,37,1.5,3.4,0.8,180,38,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:05:00 EDT,43.11700,-73.57829,103,57.9,58.1,57.9,84.7,53.3,0.000,0.000,0.00,0.000,2.1,4.2,0.9,188,32,2.4,4.7,0.9,182,31,2.1,4.2,0.9,188,32,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:10:00 EDT,43.11700,-73.57829,103,58.0,58.3,58.0,83.9,53.2,0.000,0.000,0.00,0.000,2.8,5.3,1.2,192,27,3.0,8.5,1.4,189,29,2.8,5.3,1.2,192,27,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:15:00 EDT,43.11700,-73.57829,103,58.0,58.3,58.0,83.1,52.9,0.000,0.000,0.00,0.000,1.4,4.7,1.0,199,33,1.8,4.7,1.0,189,36,1.4,4.7,1.0,199,33,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:20:00 EDT,43.11700,-73.57829,103,58.0,58.2,58.0,82.9,52.8,0.000,0.000,0.00,0.000,1.6,4.5,1.0,189,24,2.0,5.4,1.1,185,32,1.6,4.5,1.0,189,24,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:25:00 EDT,43.11700,-73.57829,103,57.3,57.8,57.3,85.8,53.1,0.000,0.000,0.00,0.000,1.3,3.2,0.9,182,25,1.8,3.8,0.9,176,30,1.3,3.2,0.9,182,25,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:30:00 EDT,43.11700,-73.57829,103,57.6,57.9,57.6,84.8,53.0,0.000,0.000,0.00,0.000,1.7,5.1,1.0,169,24,2.3,7.4,1.2,169,25,1.7,5.1,1.0,169,24,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:35:00 EDT,43.11700,-73.57829,103,57.7,58.1,57.7,83.6,52.8,0.000,0.000,0.00,0.000,2.4,5.6,1.1,199,38,2.8,5.8,1.1,192,38,2.4,5.6,1.1,199,38,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:40:00 EDT,43.11700,-73.57829,103,57.8,58.0,57.8,83.2,52.7,0.000,0.000,0.00,0.000,1.8,3.9,1.0,183,32,2.3,4.9,1.0,178,35,1.8,3.9,1.0,183,32,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:45:00 EDT,43.11700,-73.57829,103,57.8,58.0,57.8,83.2,52.8,0.000,0.000,0.00,0.000,1.4,4.7,1.1,189,23,2.0,4.7,1.1,180,31,1.4,4.7,1.1,189,23,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:50:00 EDT,43.11700,-73.57829,103,57.9,58.0,57.9,83.1,52.8,0.000,0.000,0.00,0.000,2.5,5.6,0.9,177,17,3.0,6.5,1.2,173,19,2.5,5.6,0.9,177,17,0,29.69,,,,,,,,,,
SCHU,2015-09-14 01:55:00 EDT,43.11700,-73.57829,103,57.6,57.9,57.6,84.5,53.0,0.000,0.000,0.00,0.000,2.5,4.9,1.0,169,21,3.0,6.0,1.1,166,21,2.5,4.9,1.0,169,21,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:00:00 EDT,43.11700,-73.57829,103,57.7,57.9,57.7,84.1,52.9,0.000,0.000,0.00,0.000,2.6,5.1,1.1,174,19,3.1,6.0,1.3,171,22,2.6,5.1,1.1,174,19,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:05:00 EDT,43.11700,-73.57829,103,57.7,57.8,57.7,83.4,52.7,0.000,0.000,0.00,0.000,2.4,4.3,1.1,170,26,2.9,5.1,1.2,167,30,2.4,4.3,1.1,170,26,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:10:00 EDT,43.11700,-73.57829,103,57.5,57.7,57.5,83.7,52.6,0.000,0.000,0.00,0.000,1.6,3.9,0.7,167,24,2.1,6.3,0.9,164,25,1.6,3.9,0.7,167,24,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:15:00 EDT,43.11700,-73.57829,103,57.7,57.9,57.7,82.5,52.4,0.000,0.000,0.00,0.000,2.8,7.9,1.6,186,25,3.1,8.9,1.5,184,29,2.8,7.9,1.6,186,25,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:20:00 EDT,43.11700,-73.57829,103,57.7,57.8,57.7,82.6,52.5,0.000,0.000,0.00,0.000,2.7,5.0,1.1,197,26,2.9,6.7,1.2,193,31,2.7,5.0,1.1,197,26,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:25:00 EDT,43.11700,-73.57829,103,57.5,57.7,57.5,83.5,52.6,0.000,0.000,0.00,0.000,2.3,5.5,1.4,212,25,2.8,7.4,1.4,205,39,2.3,5.5,1.4,212,25,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:30:00 EDT,43.11700,-73.57829,103,57.5,57.7,57.5,82.9,52.4,0.000,0.000,0.00,0.000,2.3,4.6,1.1,200,26,2.9,5.4,1.1,197,28,2.3,4.6,1.1,200,26,0,29.69,,,,,,,,,,
SCHU,2015-09-14 02:35:00 EDT,43.11700,-73.57829,103,57.4,57.6,57.4,83.3,52.4,0.000,0.000,0.00,0.000,1.8,6.0,1.2,196,36,2.2,5.8,1.1,189,37,1.8,6.0,1.2,196,36,0,29.68,,,,,,,,,,
SCHU,2015-09-14 02:40:00 EDT,43.11700,-73.57829,103,57.4,57.5,57.4,83.1,52.3,0.000,0.000,0.00,0.000,1.7,3.8,1.0,176,27,2.1,4.0,1.0,171,35,1.7,3.8,1.0,176,27,0,29.68,,,,,,,,,,
SCHU,2015-09-14 02:45:00 EDT,43.11700,-73.57829,103,57.2,57.5,57.2,83.5,52.3,0.000,0.000,0.00,0.000,1.8,3.3,0.7,171,26,2.3,4.3,0.9,166,28,1.8,3.3,0.7,171,26,0,29.68,,,,,,,,,,
SCHU,2015-09-14 02:50:00 EDT,43.11700,-73.57829,103,57.4,57.6,57.4,82.7,52.2,0.000,0.000,0.00,0.000,1.9,4.4,0.8,170,23,2.5,4.9,1.1,168,26,1.9,4.4,0.8,170,23,0,29.68,,,,,,,,,,
SCHU,2015-09-14 02:55:00 EDT,43.11700,-73.57829,103,57.3,57.5,57.3,83.2,52.2,0.000,0.000,0.00,0.000,2.3,5.5,1.4,167,21,2.9,6.7,1.6,163,23,2.3,5.5,1.4,167,21,0,29.68,,,,,,,,,,
SCHU,2015-09-14 03:00:00 EDT,43.11700,-73.57829,103,57.3,57.5,57.3,83.6,52.4,0.000,0.000,0.00,0.000,2.0,4.7,1.2,189,29,2.5,6.3,1.2,186,35,2.0,4.7,1.2,189,29,0,29.69,,,,,,,,,,
SCHU,2015-09-14 03:05:00 EDT,43.11700,-73.57829,103,57.3,57.5,57.3,84.1,52.6,0.000,0.000,0.00,0.000,2.5,5.4,1.3,172,24,2.8,7.4,1.5,169,27,2.5,5.4,1.3,172,24,0,29.68,,,,,,,,,,
SCHU,2015-09-14 03:10:00 EDT,43.11700,-73.57829,103,57.4,57.6,57.4,84.5,52.8,0.000,0.000,0.00,0.000,2.5,6.4,1.5,183,30,3.0,7.2,1.6,179,30,2.5,6.4,1.5,183,30,0,29.68,,,,,,,,,,
SCHU,2015-09-14 03:15:00 EDT,43.11700,-73.57829,103,57.5,57.6,57.5,84.7,52.9,0.000,0.000,0.00,0.000,1.7,4.2,0.8,178,33,2.1,4.3,0.8,171,33,1.7,4.2,0.8,178,33,0,29.69,,,,,,,,,,
SCHU,2015-09-14 03:20:00 EDT,43.11700,-73.57829,103,57.5,57.6,57.5,84.2,52.8,0.000,0.000,0.00,0.000,2.8,5.6,1.0,186,24,3.3,7.2,1.2,184,25,2.8,5.6,1.0,186,24,0,29.69,,,,,,,,,,
SCHU,2015-09-14 03:25:00 EDT,43.11700,-73.57829,103,57.5,57.5,57.5,83.7,52.6,0.000,0.000,0.00,0.000,2.0,4.9,1.2,187,36,2.7,6.5,1.4,181,38,2.0,4.9,1.2,187,36,0,29.69,,,,,,,,,,
SCHU,2015-09-14 03:30:00 EDT,43.11700,-73.57829,103,57.3,57.5,57.3,84.2,52.6,0.000,0.000,0.00,0.000,2.9,5.6,1.3,172,23,3.6,7.6,1.4,170,21,2.9,5.6,1.3,172,23,0,29.69,,,,,,,,,,
SCHU,2015-09-14 03:35:00 EDT,43.11700,-73.57829,103,57.2,57.4,57.2,84.6,52.6,0.000,0.000,0.00,0.000,3.2,5.3,0.9,164,20,3.6,6.0,1.1,160,21,3.2,5.3,0.9,164,20,0,29.68,,,,,,,,,,
SCHU,2015-09-14 03:40:00 EDT,43.11700,-73.57829,103,57.1,57.3,57.1,85.9,52.9,0.000,0.000,0.00,0.000,2.2,4.7,1.0,167,17,2.6,6.5,1.0,163,20,2.2,4.7,1.0,167,17,0,29.69,,,,,,,,,,
SCHU,2015-09-14 03:45:00 EDT,43.11700,-73.57829,103,57.2,57.3,57.2,85.5,52.8,0.000,0.000,0.00,0.000,3.1,5.1,0.9,164,20,3.6,6.5,1.0,162,22,3.1,5.1,0.9,164,20,0,29.69,,,,,,,,,,
