station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
SCHU,2015-09-26 00:00:00 EDT,43.11700,-73.57829,103,55.1,55.5,55.1,61.7,42.2,0.000,0.000,0.00,0.000,5.2,9.6,1.6,3,17,6.3,11.9,2.1,9,14,5.2,9.6,1.6,3,17,0,30.30,,,,,,,,,,
SCHU,2015-09-26 00:05:00 EDT,43.11700,-73.57829,103,54.9,55.5,54.9,62.0,42.1,0.000,0.000,0.00,0.000,4.2,8.0,1.6,6,22,5.0,10.3,1.8,13,19,4.2,8.0,1.6,6,22,0,30.30,,,,,,,,,,
SCHU,2015-09-26 00:10:00 EDT,43.11700,-73.57829,103,54.9,55.4,54.9,62.6,42.4,0.000,0.000,0.00,0.000,5.2,11.0,2.1,12,17,6.2,14.1,2.4,16,17,5.2,11.0,2.1,12,17,0,30.30,,,,,,,,,,
SCHU,2015-09-26 00:15:00 EDT,43.11700,-73.57829,103,54.7,55.2,54.7,62.5,42.2,0.000,0.000,0.00,0.000,3.3,7.4,1.5,11,21,4.0,8.3,1.6,19,16,3.3,7.4,1.5,11,21,0,30.30,,,,,,,,,,
SCHU,2015-09-26 00:20:00 EDT,43.11700,-73.57829,103,54.1,55.0,54.1,64.8,42.5,0.000,0.000,0.00,0.000,3.5,5.9,1.0,3,23,3.9,6.7,1.2,11,20,3.5,5.9,1.0,3,23,0,30.31,,,,,,,,,,
SCHU,2015-09-26 00:25:00 EDT,43.11700,-73.57829,103,54.4,55.0,54.4,64.0,42.5,0.000,0.000,0.00,0.000,3.5,7.3,1.4,5,22,4.2,8.5,1.6,11,21,3.5,7.3,1.4,5,22,0,30.31,,,,,,,,,,
SCHU,2015-09-26 00:30:00 EDT,43.11700,-73.57829,103,54.4,55.0,54.4,64.1,42.5,0.000,0.000,0.00,0.000,3.4,6.8,1.0,13,23,4.3,8.3,1.2,19,17,3.4,6.8,1.0,13,23,0,30.31,,,,,,,,,,
SCHU,2015-09-26 00:35:00 EDT,43.11700,-73.57829,103,54.4,55.1,54.4,63.4,42.2,0.000,0.000,0.00,0.000,3.4,8.0,1.7,16,21,4.3,12.3,2.1,24,18,3.4,8.0,1.7,16,21,0,30.31,,,,,,,,,,
SCHU,2015-09-26 00:40:00 EDT,43.11700,-73.57829,103,54.4,55.0,54.4,63.8,42.4,0.000,0.000,0.00,0.000,3.0,7.4,1.3,17,23,3.6,8.1,1.5,27,18,3.0,7.4,1.3,17,23,0,30.31,,,,,,,,,,
SCHU,2015-09-26 00:45:00 EDT,43.11700,-73.57829,103,54.5,55.1,54.5,63.2,42.2,0.000,0.000,0.00,0.000,3.3,9.5,1.7,20,23,4.2,12.8,1.9,26,16,3.3,9.5,1.7,20,23,0,30.31,,,,,,,,,,
