station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-25 00:00:00 EDT,43.11700,-73.57829,103,70.7,71.2,70.7,90.4,67.8,0.093,0.108,1.77,0.093,2.1,4.7,1.1,193,36,2.3,6.3,1.2,192,38,2.1,4.7,1.1,193,36,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:05:00 EDT,43.11700,-73.57829,103,69.9,70.1,69.9,91.4,67.2,0.053,0.053,1.97,0.146,1.9,4.8,1.2,194,54,2.4,6.0,1.2,186,65,1.9,4.8,1.2,194,54,0,29.74,,,,,,,,,,
SCHU,2015-08-25 00:10:00 EDT,43.11700,-73.57829,103,69.2,69.4,69.2,94.7,67.6,0.069,0.122,1.49,0.215,1.9,3.6,0.7,125,30,2.4,4.3,0.7,117,30,1.9,3.6,0.7,125,30,0,29.74,,,,,,,,,,
SCHU,2015-08-25 00:15:00 EDT,43.11700,-73.57829,103,69.3,69.4,69.3,95.5,67.9,0.005,0.127,0.00,0.220,0.6,2.5,0.8,128,29,1.3,3.1,0.6,127,43,0.6,2.5,0.8,128,29,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:20:00 EDT,43.11700,-73.57829,103,69.3,69.3,69.3,96.1,68.1,0.001,0.128,0.00,0.221,0.7,2.0,0.5,163,17,1.4,2.7,0.4,157,23,0.7,2.0,0.5,163,17,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:25:00 EDT,43.11700,-73.57829,103,69.3,69.4,69.3,95.8,68.1,0.000,0.128,0.00,0.221,2.3,3.4,0.5,163,16,2.5,4.5,0.6,158,16,2.3,3.4,0.5,163,16,0,29.74,,,,,,,,,,
SCHU,2015-08-25 00:30:00 EDT,43.11700,-73.57829,103,69.1,69.2,69.1,96.6,68.0,0.002,0.130,0.00,0.223,1.6,2.9,0.5,155,9,1.8,3.4,0.6,147,9,1.6,2.9,0.5,155,9,0,29.74,,,,,,,,,,
SCHU,2015-08-25 00:35:00 EDT,43.11700,-73.57829,103,69.0,69.1,69.0,97.4,68.2,0.000,0.130,0.00,0.223,2.4,3.6,0.5,146,8,2.7,4.3,0.6,139,8,2.4,3.6,0.5,146,8,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:40:00 EDT,43.11700,-73.57829,103,69.4,69.4,69.4,97.6,68.7,0.000,0.130,0.00,0.223,1.0,3.1,0.8,153,13,1.5,4.5,0.8,139,33,1.0,3.1,0.8,153,13,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:45:00 EDT,43.11700,-73.57829,103,69.4,69.5,69.4,97.7,68.8,0.000,0.130,0.00,0.223,0.6,1.3,0.4,10,13,1.3,3.6,0.5,23,17,0.6,1.3,0.4,10,13,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:50:00 EDT,43.11700,-73.57829,103,69.4,69.4,69.4,97.8,68.7,0.000,0.130,0.00,0.223,0.4,1.0,0.4,30,0,1.1,1.8,0.3,41,12,0.4,1.0,0.4,30,0,0,29.75,,,,,,,,,,
SCHU,2015-08-25 00:55:00 EDT,43.11700,-73.57829,103,69.4,69.4,69.4,97.7,68.7,0.000,0.130,0.00,0.223,0.0,0.0,0.0,0,0,0.8,1.3,0.3,119,35,0.0,0.0,0.0,0,0,0,29.75,,,,,,,,,,
SCHU,2015-08-25 01:00:00 EDT,43.11700,-73.57829,103,69.2,69.4,69.2,97.3,68.4,0.000,0.130,0.00,0.130,0.0,0.8,0.1,30,0,0.8,1.3,0.3,129,26,0.0,0.8,0.1,30,0,0,29.75,,,,,,,,,,
SCHU,2015-08-25 01:05:00 EDT,43.11700,-73.57829,103,69.3,69.6,69.3,97.6,68.6,0.000,0.130,0.00,0.077,0.2,0.9,0.3,29,0,0.9,1.6,0.3,305,64,0.2,0.9,0.3,29,0,0,29.75,,,,,,,,,,
