station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-29 00:00:00 EDT,43.11700,-73.57829,103,58.0,59.7,58.0,99.1,57.7,0.000,0.000,0.00,0.000,0.8,2.0,0.5,94,12,1.6,2.9,0.6,89,16,0.8,2.0,0.5,94,12,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:05:00 EDT,43.11700,-73.57829,103,57.6,59.6,57.6,99.1,57.4,0.000,0.000,0.00,0.000,1.1,2.1,0.4,108,15,1.8,2.5,0.3,101,14,1.1,2.1,0.4,108,15,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:10:00 EDT,43.11700,-73.57829,103,57.5,59.2,57.5,98.8,57.2,0.000,0.000,0.00,0.000,2.1,2.7,0.4,123,7,2.6,5.6,0.4,124,9,2.1,2.7,0.4,123,7,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:15:00 EDT,43.11700,-73.57829,103,57.8,59.0,57.8,98.9,57.5,0.000,0.000,0.00,0.000,1.6,2.3,0.3,125,17,2.0,2.9,0.4,124,16,1.6,2.3,0.3,125,17,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:20:00 EDT,43.11700,-73.57829,103,57.9,58.9,57.9,99.0,57.7,0.000,0.000,0.00,0.000,1.4,2.2,0.4,131,14,1.7,2.9,0.4,129,12,1.4,2.2,0.4,131,14,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:25:00 EDT,43.11700,-73.57829,103,57.4,59.0,57.4,98.7,57.0,0.000,0.000,0.00,0.000,0.5,1.7,0.4,129,12,1.3,2.5,0.4,108,14,0.5,1.7,0.4,129,12,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:30:00 EDT,43.11700,-73.57829,103,57.5,58.7,57.5,98.9,57.2,0.000,0.000,0.00,0.000,1.1,1.7,0.4,140,11,1.5,2.2,0.4,137,11,1.1,1.7,0.4,140,11,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:35:00 EDT,43.11700,-73.57829,103,56.6,58.7,56.6,98.7,56.3,0.000,0.000,0.00,0.000,1.5,2.3,0.2,129,4,1.9,2.9,0.3,129,7,1.5,2.3,0.2,129,4,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:40:00 EDT,43.11700,-73.57829,103,56.4,58.5,56.4,99.0,56.1,0.000,0.000,0.00,0.000,1.3,2.0,0.3,135,8,1.7,2.7,0.4,130,9,1.3,2.0,0.3,135,8,0,30.07,,,,,,,,,,
SCHU,2015-08-29 00:45:00 EDT,43.11700,-73.57829,103,56.9,58.4,56.9,99.2,56.7,0.000,0.000,0.00,0.000,1.1,1.7,0.3,122,5,1.5,2.2,0.3,122,8,1.1,1.7,0.3,122,5,0,30.07,,,,,,,,,,
