station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-28 00:00:00 EDT,43.11700,-73.57829,103,58.8,60.0,58.8,98.2,58.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.0,2.5,0.3,147,32,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:05:00 EDT,43.11700,-73.57829,103,58.5,59.6,58.5,98.1,58.0,0.000,0.000,0.00,0.000,0.0,0.6,0.1,90,0,0.6,1.3,0.3,213,36,0.0,0.6,0.1,90,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:10:00 EDT,43.11700,-73.57829,103,58.5,59.6,58.5,97.3,57.7,0.000,0.000,0.00,0.000,0.1,0.7,0.2,90,0,0.4,1.1,0.2,234,53,0.1,0.7,0.2,90,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:15:00 EDT,43.11700,-73.57829,103,58.5,59.4,58.5,97.2,57.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,2.9,0.3,213,31,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:20:00 EDT,43.11700,-73.57829,103,58.3,59.2,58.3,97.2,57.5,0.000,0.000,0.00,0.000,0.1,0.5,0.2,90,0,0.5,0.9,0.2,272,18,0.1,0.5,0.2,90,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:25:00 EDT,43.11700,-73.57829,103,58.1,59.1,58.1,96.9,57.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,5.1,0.5,202,51,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:30:00 EDT,43.11700,-73.57829,103,57.9,59.0,57.9,96.5,56.9,0.000,0.000,0.00,0.000,0.0,0.4,0.1,90,0,0.6,6.5,0.9,231,55,0.0,0.4,0.1,90,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:35:00 EDT,43.11700,-73.57829,103,57.8,58.8,57.8,96.7,56.9,0.000,0.000,0.00,0.000,0.1,0.5,0.2,90,0,0.4,1.1,0.3,248,59,0.1,0.5,0.2,90,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:40:00 EDT,43.11700,-73.57829,103,57.6,58.6,57.6,97.1,56.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,5.6,0.5,118,17,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:45:00 EDT,43.11700,-73.57829,103,56.9,58.5,56.9,97.4,56.2,0.000,0.000,0.00,0.000,0.2,1.3,0.4,111,10,0.9,2.7,0.6,113,33,0.2,1.3,0.4,111,10,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:50:00 EDT,43.11700,-73.57829,103,57.6,58.5,57.6,98.0,57.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,0.9,0.2,166,30,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 00:55:00 EDT,43.11700,-73.57829,103,57.3,58.2,57.3,98.6,56.9,0.000,0.000,0.00,0.000,0.1,0.5,0.2,162,0,0.8,1.1,0.2,188,19,0.1,0.5,0.2,162,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:00:00 EDT,43.11700,-73.57829,103,57.1,57.9,57.1,98.5,56.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,0.9,0.2,172,53,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:05:00 EDT,43.11700,-73.57829,103,57.0,58.1,57.0,98.3,56.6,0.000,0.000,0.00,0.000,0.1,1.4,0.3,96,3,1.0,2.5,0.4,89,26,0.1,1.4,0.3,96,3,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:10:00 EDT,43.11700,-73.57829,103,57.1,58.1,57.1,98.5,56.7,0.000,0.000,0.00,0.000,0.0,0.6,0.1,104,2,0.8,2.0,0.3,189,45,0.0,0.6,0.1,104,2,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:15:00 EDT,43.11700,-73.57829,103,56.7,58.0,56.7,98.3,56.2,0.000,0.000,0.00,0.000,0.2,1.0,0.3,180,0,0.6,6.3,0.7,169,57,0.2,1.0,0.3,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:20:00 EDT,43.11700,-73.57829,103,56.5,57.7,56.5,98.5,56.1,0.000,0.000,0.00,0.000,0.8,1.2,0.2,180,0,1.2,6.5,0.6,181,20,0.8,1.2,0.2,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:25:00 EDT,43.11700,-73.57829,103,56.6,57.6,56.6,98.8,56.2,0.000,0.000,0.00,0.000,0.5,0.9,0.3,180,0,1.0,5.8,0.5,163,23,0.5,0.9,0.3,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:30:00 EDT,43.11700,-73.57829,103,56.6,57.5,56.6,98.9,56.3,0.000,0.000,0.00,0.000,0.6,0.9,0.2,180,0,1.0,1.3,0.2,161,12,0.6,0.9,0.2,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:35:00 EDT,43.11700,-73.57829,103,56.4,57.4,56.4,98.9,56.1,0.000,0.000,0.00,0.000,0.2,0.8,0.3,180,0,0.7,1.1,0.2,187,20,0.2,0.8,0.3,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:40:00 EDT,43.11700,-73.57829,103,56.3,57.3,56.3,98.8,56.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.3,0.4,105,48,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:45:00 EDT,43.11700,-73.57829,103,56.3,57.3,56.3,99.0,56.0,0.000,0.000,0.00,0.000,0.0,0.4,0.1,180,0,0.9,2.7,0.3,122,19,0.0,0.4,0.1,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:50:00 EDT,43.11700,-73.57829,103,56.1,57.4,56.1,99.0,55.8,0.000,0.000,0.00,0.000,0.2,0.7,0.2,180,0,0.7,1.1,0.2,164,20,0.2,0.7,0.2,180,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 01:55:00 EDT,43.11700,-73.57829,103,55.9,56.9,55.9,99.0,55.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.9,2.2,0.3,281,27,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 02:00:00 EDT,43.11700,-73.57829,103,56.0,56.9,56.0,99.0,55.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,5.4,0.6,350,47,0.0,0.0,0.0,0,0,0,30.01,,,,,,,,,,
SCHU,2015-08-28 02:05:00 EDT,43.11700,-73.57829,103,55.8,56.9,55.8,99.1,55.6,0.000,0.000,0.00,0.000,0.1,0.8,0.2,180,0,0.7,3.1,0.3,170,17,0.1,0.8,0.2,180,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:10:00 EDT,43.11700,-73.57829,103,55.7,56.8,55.7,99.1,55.5,0.000,0.000,0.00,0.000,0.3,0.9,0.3,180,0,0.9,1.8,0.3,143,16,0.3,0.9,0.3,180,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:15:00 EDT,43.11700,-73.57829,103,55.8,56.8,55.8,99.3,55.6,0.000,0.000,0.00,0.000,0.3,0.8,0.3,180,0,1.0,6.5,0.6,147,21,0.3,0.8,0.3,180,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:20:00 EDT,43.11700,-73.57829,103,55.7,56.6,55.7,99.2,55.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.1,0.2,223,15,0.0,0.0,0.0,0,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:25:00 EDT,43.11700,-73.57829,103,55.6,56.6,55.6,99.2,55.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,1.1,0.2,210,20,0.0,0.0,0.0,0,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:30:00 EDT,43.11700,-73.57829,103,55.5,56.5,55.5,99.2,55.3,0.000,0.000,0.00,0.000,0.0,0.6,0.1,180,0,0.8,1.3,0.2,134,21,0.0,0.6,0.1,180,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:35:00 EDT,43.11700,-73.57829,103,55.7,56.9,55.7,99.3,55.5,0.000,0.000,0.00,0.000,0.3,2.0,0.5,153,18,1.1,4.3,0.6,130,27,0.3,2.0,0.5,153,18,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:40:00 EDT,43.11700,-73.57829,103,55.8,57.0,55.8,99.4,55.6,0.000,0.000,0.00,0.000,1.6,3.5,0.8,131,21,2.1,4.3,0.7,125,21,1.6,3.5,0.8,131,21,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:45:00 EDT,43.11700,-73.57829,103,55.8,57.1,55.8,99.5,55.6,0.000,0.000,0.00,0.000,1.4,2.8,0.6,148,13,1.8,3.8,0.7,140,14,1.4,2.8,0.6,148,13,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:50:00 EDT,43.11700,-73.57829,103,55.8,57.2,55.8,99.4,55.7,0.000,0.000,0.00,0.000,1.5,2.3,0.4,124,14,1.9,3.1,0.4,123,13,1.5,2.3,0.4,124,14,0,30.02,,,,,,,,,,
SCHU,2015-08-28 02:55:00 EDT,43.11700,-73.57829,103,55.8,56.9,55.8,99.5,55.7,0.000,0.000,0.00,0.000,1.1,1.8,0.3,191,33,1.4,2.5,0.4,192,41,1.1,1.8,0.3,191,33,0,30.02,,,,,,,,,,
SCHU,2015-08-28 03:00:00 EDT,43.11700,-73.57829,103,55.8,57.0,55.8,99.4,55.6,0.000,0.000,0.00,0.000,1.0,2.3,0.5,218,24,1.2,2.5,0.5,221,33,1.0,2.3,0.5,218,24,0,30.02,,,,,,,,,,
SCHU,2015-08-28 03:05:00 EDT,43.11700,-73.57829,103,55.8,56.8,55.8,99.5,55.6,0.000,0.000,0.00,0.000,0.1,0.7,0.2,215,0,0.5,1.1,0.3,248,23,0.1,0.7,0.2,215,0,0,30.02,,,,,,,,,,
SCHU,2015-08-28 03:10:00 EDT,43.11700,-73.57829,103,55.1,56.8,55.1,99.3,54.9,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.9,0.2,224,55,0.0,0.0,0.0,0,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:15:00 EDT,43.11700,-73.57829,103,55.4,56.8,55.4,99.4,55.3,0.000,0.000,0.00,0.000,0.2,1.4,0.4,172,7,0.8,4.9,0.6,152,36,0.2,1.4,0.4,172,7,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:20:00 EDT,43.11700,-73.57829,103,55.5,56.8,55.5,99.5,55.4,0.000,0.000,0.00,0.000,1.5,3.0,0.5,168,12,1.8,3.8,0.6,160,15,1.5,3.0,0.5,168,12,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:25:00 EDT,43.11700,-73.57829,103,55.5,56.7,55.5,99.5,55.4,0.000,0.000,0.00,0.000,0.3,1.7,0.5,173,5,0.7,2.5,0.5,149,28,0.3,1.7,0.5,173,5,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:30:00 EDT,43.11700,-73.57829,103,55.5,56.6,55.5,99.4,55.4,0.000,0.000,0.00,0.000,0.0,0.5,0.1,168,0,0.5,4.5,0.5,153,33,0.0,0.5,0.1,168,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:35:00 EDT,43.11700,-73.57829,103,55.2,56.5,55.2,99.5,55.1,0.000,0.000,0.00,0.000,0.0,0.1,0.0,168,0,0.6,5.8,0.6,147,46,0.0,0.1,0.0,168,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:40:00 EDT,43.11700,-73.57829,103,55.6,56.4,55.6,99.5,55.4,0.000,0.000,0.00,0.000,0.9,3.1,0.9,162,11,1.5,4.0,0.9,149,21,0.9,3.1,0.9,162,11,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:45:00 EDT,43.11700,-73.57829,103,55.1,56.5,55.1,99.5,55.0,0.000,0.000,0.00,0.000,1.0,2.8,0.8,169,25,1.4,3.4,0.8,159,33,1.0,2.8,0.8,169,25,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:50:00 EDT,43.11700,-73.57829,103,55.1,56.3,55.1,99.5,55.0,0.000,0.000,0.00,0.000,0.8,1.2,0.2,176,7,1.2,1.8,0.3,158,13,0.8,1.2,0.2,176,7,0,30.03,,,,,,,,,,
SCHU,2015-08-28 03:55:00 EDT,43.11700,-73.57829,103,55.2,56.2,55.2,99.5,55.0,0.000,0.000,0.00,0.000,0.6,1.4,0.3,144,17,1.2,2.5,0.3,140,16,0.6,1.4,0.3,144,17,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:00:00 EDT,43.11700,-73.57829,103,55.1,56.2,55.1,99.5,55.0,0.000,0.000,0.00,0.000,0.4,1.3,0.4,144,0,0.9,4.0,0.6,159,38,0.4,1.3,0.4,144,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:05:00 EDT,43.11700,-73.57829,103,55.2,56.2,55.2,99.5,55.1,0.000,0.000,0.00,0.000,0.3,1.0,0.4,252,6,0.9,3.8,0.4,267,17,0.3,1.0,0.4,252,6,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:10:00 EDT,43.11700,-73.57829,103,55.2,55.9,55.2,99.5,55.1,0.000,0.000,0.00,0.000,0.0,0.5,0.1,256,0,0.5,0.9,0.2,267,22,0.0,0.5,0.1,256,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:15:00 EDT,43.11700,-73.57829,103,55.0,55.7,55.0,99.5,54.9,0.000,0.000,0.00,0.000,0.3,0.8,0.3,256,0,1.0,1.3,0.1,198,33,0.3,0.8,0.3,256,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:20:00 EDT,43.11700,-73.57829,103,54.6,55.8,54.6,99.5,54.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.3,1.8,0.2,152,17,0.0,0.0,0.0,0,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:25:00 EDT,43.11700,-73.57829,103,54.7,55.7,54.7,99.5,54.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.3,0.3,178,21,0.0,0.0,0.0,0,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:30:00 EDT,43.11700,-73.57829,103,54.8,55.5,54.8,99.5,54.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,1.1,0.2,171,51,0.0,0.0,0.0,0,0,0,30.03,,,,,,,,,,
SCHU,2015-08-28 04:35:00 EDT,43.11700,-73.57829,103,54.8,55.6,54.8,99.6,54.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.3,0.3,135,53,0.0,0.0,0.0,0,0,0,30.04,,,,,,,,,,
SCHU,2015-08-28 04:40:00 EDT,43.11700,-73.57829,103,54.7,55.5,54.7,99.5,54.6,0.000,0.000,0.00,0.000,0.0,0.7,0.1,255,0,0.5,1.6,0.3,126,45,0.0,0.7,0.1,255,0,0,30.04,,,,,,,,,,
SCHU,2015-08-28 04:45:00 EDT,43.11700,-73.57829,103,54.7,55.3,54.7,99.6,54.6,0.000,0.000,0.00,0.000,0.0,0.7,0.1,255,0,0.6,1.3,0.3,127,25,0.0,0.7,0.1,255,0,0,30.04,,,,,,,,,,
SCHU,2015-08-28 04:50:00 EDT,43.11700,-73.57829,103,54.1,55.1,54.1,99.5,53.9,0.000,0.000,0.00,0.000,0.1,0.7,0.2,153,13,0.8,4.3,0.5,118,30,0.1,0.7,0.2,153,13,0,30.04,,,,,,,,,,
SCHU,2015-08-28 04:55:00 EDT,43.11700,-73.57829,103,54.0,55.1,54.0,99.5,53.9,0.000,0.000,0.00,0.000,0.1,0.6,0.1,144,0,0.8,1.6,0.3,147,20,0.1,0.6,0.1,144,0,0,30.04,,,,,,,,,,
SCHU,2015-08-28 05:00:00 EDT,43.11700,-73.57829,103,53.7,55.2,53.7,99.5,53.5,0.000,0.000,0.00,0.000,1.3,1.9,0.3,114,9,1.8,2.9,0.4,112,12,1.3,1.9,0.3,114,9,0,30.04,,,,,,,,,,
SCHU,2015-08-28 05:05:00 EDT,43.11700,-73.57829,103,53.8,55.1,53.8,99.5,53.7,0.000,0.000,0.00,0.000,0.6,1.5,0.4,112,5,1.3,2.2,0.4,112,14,0.6,1.5,0.4,112,5,0,30.04,,,,,,,,,,
SCHU,2015-08-28 05:10:00 EDT,43.11700,-73.57829,103,54.4,55.0,54.4,99.7,54.3,0.000,0.000,0.00,0.000,1.2,1.6,0.2,119,9,1.5,2.2,0.3,119,11,1.2,1.6,0.2,119,9,0,30.04,,,,,,,,,,
SCHU,2015-08-28 05:15:00 EDT,43.11700,-73.57829,103,53.8,55.1,53.8,99.6,53.7,0.000,0.000,0.00,0.000,0.7,1.4,0.5,107,0,1.4,6.3,0.6,94,23,0.7,1.4,0.5,107,0,0,30.04,,,,,,,,,,
SCHU,2015-08-28 05:20:00 EDT,43.11700,-73.57829,103,53.8,54.8,53.8,99.5,53.6,0.000,0.000,0.00,0.000,0.8,1.2,0.3,107,0,1.4,6.5,0.8,104,17,0.8,1.2,0.3,107,0,0,30.04,,,,,,,,,,
SCHU,2015-08-28 05:25:00 EDT,43.11700,-73.57829,103,53.9,55.0,53.9,99.6,53.8,0.000,0.000,0.00,0.000,1.3,1.6,0.2,108,1,1.9,2.5,0.3,110,9,1.3,1.6,0.2,108,1,0,30.04,,,,,,,,,,
