station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-15 00:00:00 EDT,43.11700,-73.57829,103,67.5,67.8,67.5,96.7,66.5,0.000,0.000,0.00,0.000,2.6,5.3,1.1,159,14,3.1,6.0,1.2,159,15,2.6,5.3,1.1,159,14,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:05:00 EDT,43.11700,-73.57829,103,67.6,67.8,67.6,97.1,66.8,0.000,0.000,0.00,0.000,2.6,5.7,1.1,162,21,3.0,6.7,1.3,161,22,2.6,5.7,1.1,162,21,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:10:00 EDT,43.11700,-73.57829,103,67.7,67.7,67.7,97.1,66.8,0.000,0.000,0.00,0.000,1.9,4.3,1.2,177,29,2.4,5.8,1.3,173,35,1.9,4.3,1.2,177,29,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:15:00 EDT,43.11700,-73.57829,103,67.6,67.7,67.6,96.8,66.7,0.000,0.000,0.00,0.000,2.1,3.8,0.6,179,21,2.5,4.7,0.8,179,22,2.1,3.8,0.6,179,21,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:20:00 EDT,43.11700,-73.57829,103,67.7,67.8,67.7,96.8,66.8,0.000,0.000,0.00,0.000,1.9,3.9,1.0,177,27,2.4,4.9,1.0,178,28,1.9,3.9,1.0,177,27,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:25:00 EDT,43.11700,-73.57829,103,67.6,67.7,67.6,96.8,66.7,0.000,0.000,0.00,0.000,3.2,6.1,1.3,155,15,3.8,6.9,1.4,156,14,3.2,6.1,1.3,155,15,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:30:00 EDT,43.11700,-73.57829,103,67.6,67.7,67.6,96.9,66.7,0.000,0.000,0.00,0.000,2.4,5.3,0.9,157,19,2.7,6.3,1.2,158,20,2.4,5.3,0.9,157,19,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:35:00 EDT,43.11700,-73.57829,103,67.6,67.7,67.6,96.9,66.7,0.000,0.000,0.00,0.000,1.6,4.0,1.0,159,15,2.1,4.5,0.9,158,17,1.6,4.0,1.0,159,15,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:40:00 EDT,43.11700,-73.57829,103,67.4,67.6,67.4,97.1,66.5,0.000,0.000,0.00,0.000,2.2,3.7,0.6,165,12,2.5,4.9,0.8,163,14,2.2,3.7,0.6,165,12,0,29.98,,,,,,,,,,
SCHU,2015-08-15 00:45:00 EDT,43.11700,-73.57829,103,67.4,67.6,67.4,97.2,66.5,0.000,0.000,0.00,0.000,1.5,2.6,0.6,155,14,1.8,3.4,0.7,155,18,1.5,2.6,0.6,155,14,0,29.98,,,,,,,,,,
