station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-06 00:00:00 EDT,43.11700,-73.57829,103,60.8,61.8,60.8,99.4,60.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.9,1.3,0.2,306,12,0.0,0.0,0.0,0,0,0,30.07,,,,,,,,,,
SCHU,2015-09-06 00:05:00 EDT,43.11700,-73.57829,103,60.7,61.7,60.7,99.4,60.5,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.1,0.2,270,25,0.0,0.0,0.0,0,0,0,30.07,,,,,,,,,,
SCHU,2015-09-06 00:10:00 EDT,43.11700,-73.57829,103,60.5,61.6,60.5,99.3,60.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.1,0.2,292,23,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:15:00 EDT,43.11700,-73.57829,103,60.4,61.6,60.4,99.3,60.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.0,7.2,0.7,277,24,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:20:00 EDT,43.11700,-73.57829,103,60.4,61.5,60.4,99.3,60.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.9,0.2,221,46,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:25:00 EDT,43.11700,-73.57829,103,60.2,61.4,60.2,99.4,60.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,1.1,0.3,265,22,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:30:00 EDT,43.11700,-73.57829,103,59.9,61.2,59.9,99.3,59.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.7,0.2,218,37,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:35:00 EDT,43.11700,-73.57829,103,59.9,61.2,59.9,99.3,59.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.1,0.2,156,26,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:40:00 EDT,43.11700,-73.57829,103,59.9,61.0,59.9,99.4,59.7,0.000,0.000,0.00,0.000,0.1,0.7,0.2,160,0,0.7,1.3,0.3,137,15,0.1,0.7,0.2,160,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:45:00 EDT,43.11700,-73.57829,103,59.7,61.0,59.7,99.4,59.5,0.000,0.000,0.00,0.000,0.3,0.9,0.3,160,0,1.0,1.6,0.2,119,12,0.3,0.9,0.3,160,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:50:00 EDT,43.11700,-73.57829,103,59.6,60.9,59.6,99.4,59.5,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.3,0.3,101,32,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 00:55:00 EDT,43.11700,-73.57829,103,59.8,60.9,59.8,99.5,59.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,3.6,0.4,170,24,0.0,0.0,0.0,0,0,0,30.08,,,,,,,,,,
SCHU,2015-09-06 01:00:00 EDT,43.11700,-73.57829,103,59.6,60.8,59.6,99.5,59.5,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.1,0.2,200,25,0.0,0.0,0.0,0,0,0,30.07,,,,,,,,,,
