station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-04 00:00:00 EDT,43.11700,-73.57829,103,71.0,72.2,71.0,70.2,60.8,0.000,0.000,0.00,0.000,3.8,7.7,1.1,9,17,4.6,10.1,1.4,16,14,3.8,7.7,1.1,9,17,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:05:00 EDT,43.11700,-73.57829,103,71.1,72.0,71.1,69.8,60.7,0.000,0.000,0.00,0.000,3.1,5.8,1.2,9,18,3.9,8.1,1.6,17,17,3.1,5.8,1.2,9,18,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:10:00 EDT,43.11700,-73.57829,103,71.5,72.1,71.5,68.3,60.5,0.000,0.000,0.00,0.000,3.5,8.3,1.5,16,21,4.2,10.1,1.7,25,17,3.5,8.3,1.5,16,21,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:15:00 EDT,43.11700,-73.57829,103,70.6,71.8,70.6,69.7,60.2,0.000,0.000,0.00,0.000,3.1,7.3,1.3,12,21,3.9,8.7,1.6,20,20,3.1,7.3,1.3,12,21,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:20:00 EDT,43.11700,-73.57829,103,70.5,71.6,70.5,70.3,60.3,0.000,0.000,0.00,0.000,3.2,7.2,1.1,7,26,4.0,8.3,1.2,18,24,3.2,7.2,1.1,7,26,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:25:00 EDT,43.11700,-73.57829,103,70.4,71.5,70.4,70.1,60.2,0.000,0.000,0.00,0.000,3.2,6.2,1.5,2,20,3.9,7.4,1.5,10,18,3.2,6.2,1.5,2,20,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:30:00 EDT,43.11700,-73.57829,103,70.7,71.5,70.7,69.0,60.0,0.000,0.000,0.00,0.000,2.6,5.0,1.0,19,23,3.4,6.0,1.1,26,21,2.6,5.0,1.0,19,23,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:35:00 EDT,43.11700,-73.57829,103,70.3,71.4,70.3,69.7,59.9,0.000,0.000,0.00,0.000,3.0,6.8,1.4,9,19,4.0,9.4,1.9,15,15,3.0,6.8,1.4,9,19,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:40:00 EDT,43.11700,-73.57829,103,70.5,71.3,70.5,69.5,60.0,0.000,0.000,0.00,0.000,5.2,9.5,2.0,3,21,6.1,12.3,2.2,10,16,5.2,9.5,2.0,3,21,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:45:00 EDT,43.11700,-73.57829,103,70.8,71.3,70.8,67.9,59.7,0.000,0.000,0.00,0.000,5.1,7.7,1.3,357,29,6.2,11.4,1.7,4,17,5.1,7.7,1.3,357,29,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:50:00 EDT,43.11700,-73.57829,103,71.0,71.4,71.0,66.7,59.3,0.000,0.000,0.00,0.000,5.3,10.5,2.1,3,21,6.3,11.9,2.2,11,19,5.3,10.5,2.1,3,21,0,29.86,,,,,,,,,,
SCHU,2015-09-04 00:55:00 EDT,43.11700,-73.57829,103,70.9,71.4,70.9,66.7,59.2,0.000,0.000,0.00,0.000,4.5,11.1,2.0,11,19,5.7,14.8,2.3,17,16,4.5,11.1,2.0,11,19,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:00:00 EDT,43.11700,-73.57829,103,70.7,71.3,70.7,66.8,59.1,0.000,0.000,0.00,0.000,4.6,12.3,2.1,15,18,5.6,15.0,2.2,21,16,4.6,12.3,2.1,15,18,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:05:00 EDT,43.11700,-73.57829,103,70.7,71.2,70.7,66.2,58.9,0.000,0.000,0.00,0.000,5.9,10.2,1.8,7,24,6.9,11.9,2.1,15,21,5.9,10.2,1.8,7,24,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:10:00 EDT,43.11700,-73.57829,103,70.8,71.2,70.8,65.7,58.7,0.000,0.000,0.00,0.000,5.7,11.1,2.4,12,21,6.9,14.5,2.8,18,18,5.7,11.1,2.4,12,21,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:15:00 EDT,43.11700,-73.57829,103,70.7,71.1,70.7,66.0,58.7,0.000,0.000,0.00,0.000,3.9,8.2,1.9,16,22,5.2,10.7,2.4,21,17,3.9,8.2,1.9,16,22,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:20:00 EDT,43.11700,-73.57829,103,70.5,71.1,70.5,66.5,58.8,0.000,0.000,0.00,0.000,4.2,8.6,1.6,8,20,5.2,9.4,1.8,15,16,4.2,8.6,1.6,8,20,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:25:00 EDT,43.11700,-73.57829,103,70.6,71.1,70.6,66.0,58.7,0.000,0.000,0.00,0.000,4.4,8.5,1.5,6,19,5.4,11.4,1.7,15,16,4.4,8.5,1.5,6,19,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:30:00 EDT,43.11700,-73.57829,103,70.3,70.7,70.3,66.3,58.6,0.000,0.000,0.00,0.000,3.5,7.0,1.4,13,22,4.5,8.7,1.7,21,20,3.5,7.0,1.4,13,22,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:35:00 EDT,43.11700,-73.57829,103,70.1,70.7,70.1,66.7,58.5,0.000,0.000,0.00,0.000,2.9,4.5,0.8,12,25,3.4,6.7,1.1,20,23,2.9,4.5,0.8,12,25,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:40:00 EDT,43.11700,-73.57829,103,70.0,70.6,70.0,66.7,58.4,0.000,0.000,0.00,0.000,3.2,6.6,1.1,13,23,3.8,8.7,1.4,20,22,3.2,6.6,1.1,13,23,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:45:00 EDT,43.11700,-73.57829,103,69.8,70.4,69.8,67.0,58.4,0.000,0.000,0.00,0.000,3.2,7.0,1.4,1,22,4.0,8.3,1.9,9,17,3.2,7.0,1.4,1,22,0,29.87,,,,,,,,,,
SCHU,2015-09-04 01:50:00 EDT,43.11700,-73.57829,103,69.5,70.1,69.5,67.6,58.3,0.000,0.000,0.00,0.000,2.9,5.4,1.2,3,25,3.5,7.6,1.4,13,21,2.9,5.4,1.2,3,25,0,29.88,,,,,,,,,,
SCHU,2015-09-04 01:55:00 EDT,43.11700,-73.57829,103,69.3,69.8,69.3,68.3,58.4,0.000,0.000,0.00,0.000,2.6,5.5,0.8,354,21,3.5,6.9,1.1,2,19,2.6,5.5,0.8,354,21,0,29.88,,,,,,,,,,
SCHU,2015-09-04 02:00:00 EDT,43.11700,-73.57829,103,68.7,69.6,68.7,69.7,58.4,0.000,0.000,0.00,0.000,2.7,7.8,1.5,354,20,3.5,9.6,1.5,3,19,2.7,7.8,1.5,354,20,0,29.88,,,,,,,,,,
SCHU,2015-09-04 02:05:00 EDT,43.11700,-73.57829,103,68.8,69.4,68.8,69.5,58.4,0.000,0.000,0.00,0.000,2.8,5.4,0.9,358,23,3.6,6.5,1.1,6,20,2.8,5.4,0.9,358,23,0,29.88,,,,,,,,,,
SCHU,2015-09-04 02:10:00 EDT,43.11700,-73.57829,103,68.7,69.3,68.7,69.4,58.3,0.000,0.000,0.00,0.000,3.0,5.7,1.2,356,30,3.7,8.1,1.5,2,28,3.0,5.7,1.2,356,30,0,29.88,,,,,,,,,,
SCHU,2015-09-04 02:15:00 EDT,43.11700,-73.57829,103,68.4,69.0,68.4,70.8,58.6,0.000,0.000,0.00,0.000,2.5,4.8,0.7,4,21,3.0,5.8,1.0,13,21,2.5,4.8,0.7,4,21,0,29.88,,,,,,,,,,
SCHU,2015-09-04 02:20:00 EDT,43.11700,-73.57829,103,68.3,68.9,68.3,70.5,58.3,0.000,0.000,0.00,0.000,1.8,3.9,0.9,354,23,2.5,4.9,0.9,5,21,1.8,3.9,0.9,354,23,0,29.89,,,,,,,,,,
SCHU,2015-09-04 02:25:00 EDT,43.11700,-73.57829,103,67.8,68.8,67.8,71.9,58.4,0.000,0.000,0.00,0.000,1.6,2.8,0.5,358,21,2.2,3.6,0.7,8,22,1.6,2.8,0.5,358,21,0,29.89,,,,,,,,,,
SCHU,2015-09-04 02:30:00 EDT,43.11700,-73.57829,103,67.3,68.4,67.3,73.3,58.4,0.000,0.000,0.00,0.000,1.6,3.1,0.5,344,22,2.1,4.3,0.7,355,21,1.6,3.1,0.5,344,22,0,29.89,,,,,,,,,,
SCHU,2015-09-04 02:35:00 EDT,43.11700,-73.57829,103,66.6,68.1,66.6,75.1,58.5,0.000,0.000,0.00,0.000,1.0,2.1,0.5,347,23,1.6,3.4,0.6,358,25,1.0,2.1,0.5,347,23,0,29.89,,,,,,,,,,
