station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-19 00:00:00 EDT,43.11700,-73.57829,103,70.7,71.6,70.7,98.1,70.2,0.000,0.000,0.00,0.000,0.2,0.9,0.4,143,0,0.9,1.3,0.2,144,9,0.2,0.9,0.4,143,0,0,29.86,,,,,,,,,,
SCHU,2015-08-19 00:05:00 EDT,43.11700,-73.57829,103,70.5,71.7,70.5,97.9,69.8,0.000,0.000,0.00,0.000,0.8,1.0,0.1,143,0,1.2,1.6,0.1,139,7,0.8,1.0,0.1,143,0,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:10:00 EDT,43.11700,-73.57829,103,70.1,71.6,70.1,98.0,69.5,0.000,0.000,0.00,0.000,0.0,0.4,0.1,144,0,0.7,4.5,0.5,178,14,0.0,0.4,0.1,144,0,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:15:00 EDT,43.11700,-73.57829,103,70.7,71.4,70.7,98.4,70.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,1.1,0.2,247,51,0.0,0.0,0.0,0,0,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:20:00 EDT,43.11700,-73.57829,103,70.6,71.3,70.6,98.4,70.1,0.000,0.000,0.00,0.000,0.4,1.0,0.4,143,0,1.1,1.6,0.3,117,8,0.4,1.0,0.4,143,0,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:25:00 EDT,43.11700,-73.57829,103,70.0,71.4,70.0,98.3,69.5,0.000,0.000,0.00,0.000,0.7,1.4,0.4,143,0,1.2,2.7,0.3,129,13,0.7,1.4,0.4,143,0,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:30:00 EDT,43.11700,-73.57829,103,70.0,71.3,70.0,98.5,69.6,0.000,0.000,0.00,0.000,1.1,1.9,0.3,142,4,1.5,2.5,0.4,133,8,1.1,1.9,0.3,142,4,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:35:00 EDT,43.11700,-73.57829,103,70.6,71.4,70.6,98.4,70.1,0.000,0.000,0.00,0.000,1.0,1.7,0.4,124,10,1.4,2.2,0.4,121,15,1.0,1.7,0.4,124,10,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:40:00 EDT,43.11700,-73.57829,103,70.2,71.4,70.2,96.7,69.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.1,0.2,25,57,0.0,0.0,0.0,0,0,0,29.87,,,,,,,,,,
SCHU,2015-08-19 00:45:00 EDT,43.11700,-73.57829,103,70.4,71.2,70.4,97.6,69.7,0.000,0.000,0.00,0.000,0.5,1.3,0.4,300,11,1.0,1.8,0.3,312,14,0.5,1.3,0.4,300,11,0,29.88,,,,,,,,,,
