station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
SCHU,2015-09-30 00:00:00 EDT,43.11700,-73.57829,103,67.4,67.5,67.4,98.9,67.1,0.014,1.347,0.25,0.305,2.0,3.8,1.1,153,25,2.6,4.7,1.1,149,32,2.0,3.8,1.1,153,25,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:05:00 EDT,43.11700,-73.57829,103,67.4,67.5,67.4,98.8,67.0,0.017,0.017,0.41,0.313,2.0,4.4,0.9,159,17,2.4,5.4,1.0,154,17,2.0,4.4,0.9,159,17,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:10:00 EDT,43.11700,-73.57829,103,67.3,67.5,67.3,98.8,67.0,0.025,0.042,0.67,0.325,1.0,3.1,1.0,153,16,1.7,4.3,0.9,136,33,1.0,3.1,1.0,153,16,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:15:00 EDT,43.11700,-73.57829,103,67.3,67.5,67.3,98.8,66.9,0.009,0.051,0.00,0.319,1.0,1.9,0.8,124,10,1.5,2.5,0.6,121,16,1.0,1.9,0.8,124,10,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:20:00 EDT,43.11700,-73.57829,103,67.2,67.4,67.2,98.8,66.9,0.007,0.058,0.00,0.316,1.0,2.0,0.6,143,20,1.4,2.7,0.5,136,19,1.0,2.0,0.6,143,20,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:25:00 EDT,43.11700,-73.57829,103,67.2,67.4,67.2,98.9,66.9,0.010,0.068,0.00,0.291,1.3,2.1,0.6,155,12,1.8,2.7,0.5,149,12,1.3,2.1,0.6,155,12,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:30:00 EDT,43.11700,-73.57829,103,67.1,67.3,67.1,98.9,66.8,0.018,0.086,0.25,0.279,1.2,2.2,0.5,139,16,1.6,2.5,0.4,133,15,1.2,2.2,0.5,139,16,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:35:00 EDT,43.11700,-73.57829,103,67.1,67.2,67.1,99.0,66.8,0.012,0.097,0.00,0.282,1.1,2.8,0.9,152,13,1.5,3.4,0.7,144,16,1.1,2.8,0.9,152,13,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:40:00 EDT,43.11700,-73.57829,103,67.0,67.2,67.0,99.0,66.7,0.034,0.131,0.92,0.302,2.4,4.2,1.0,135,21,2.7,5.1,1.0,131,21,2.4,4.2,1.0,135,21,0,29.81,,,,,,,,,,
SCHU,2015-09-30 00:45:00 EDT,43.11700,-73.57829,103,67.0,67.1,67.0,98.8,66.6,0.017,0.148,0.32,0.274,1.0,2.0,0.5,135,26,1.6,3.6,0.6,123,29,1.0,2.0,0.5,135,26,0,29.80,,,,,,,,,,
SCHU,2015-09-30 00:50:00 EDT,43.11700,-73.57829,103,66.9,67.1,66.9,98.7,66.5,0.005,0.153,0.00,0.217,1.6,3.1,0.7,126,20,2.0,3.6,0.6,122,20,1.6,3.1,0.7,126,20,0,29.80,,,,,,,,,,
SCHU,2015-09-30 00:55:00 EDT,43.11700,-73.57829,103,67.0,67.1,67.0,98.5,66.5,0.005,0.158,0.00,0.172,0.5,1.8,0.6,101,5,1.4,2.9,0.5,86,19,0.5,1.8,0.6,101,5,0,29.80,,,,,,,,,,
SCHU,2015-09-30 01:00:00 EDT,43.11700,-73.57829,103,66.9,67.0,66.9,98.5,66.4,0.005,0.163,0.00,0.163,0.0,0.0,0.0,0,0,0.4,2.5,0.3,98,34,0.0,0.0,0.0,0,0,0,29.80,,,,,,,,,,
SCHU,2015-09-30 01:05:00 EDT,43.11700,-73.57829,103,66.9,67.0,66.9,98.6,66.5,0.005,0.168,0.00,0.151,0.1,0.7,0.2,87,12,1.0,1.8,0.3,65,22,0.1,0.7,0.2,87,12,0,29.79,,,,,,,,,,
SCHU,2015-09-30 01:10:00 EDT,43.11700,-73.57829,103,66.9,67.0,66.9,98.6,66.5,0.003,0.170,0.00,0.128,0.1,0.8,0.2,7,0,1.1,4.5,0.4,39,16,0.1,0.8,0.2,7,0,0,29.79,,,,,,,,,,
