station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
SCHU,2015-10-12 00:00:00 EDT,43.11700,-73.57829,103,49.5,50.9,49.5,96.3,48.5,0.000,0.000,0.00,0.000,2.4,4.1,0.7,146,12,2.7,5.6,0.8,142,11,2.4,4.1,0.7,146,12,0,29.69,,,,,,,,,,
SCHU,2015-10-12 00:05:00 EDT,43.11700,-73.57829,103,49.2,51.2,49.2,94.2,47.6,0.000,0.000,0.00,0.000,2.7,4.9,0.9,153,13,3.1,5.8,0.9,149,14,2.7,4.9,0.9,153,13,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:10:00 EDT,43.11700,-73.57829,103,49.4,51.2,49.4,94.1,47.7,0.000,0.000,0.00,0.000,2.3,4.2,0.8,149,11,2.7,4.5,0.8,145,9,2.3,4.2,0.8,149,11,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:15:00 EDT,43.11700,-73.57829,103,48.6,51.1,48.6,95.0,47.2,0.000,0.000,0.00,0.000,1.9,2.9,0.5,144,15,2.3,4.7,0.6,139,12,1.9,2.9,0.5,144,15,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:20:00 EDT,43.11700,-73.57829,103,48.7,51.1,48.7,95.2,47.4,0.000,0.000,0.00,0.000,1.9,4.7,0.6,135,16,2.3,6.7,0.9,132,16,1.9,4.7,0.6,135,16,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:25:00 EDT,43.11700,-73.57829,103,48.6,51.2,48.6,95.2,47.3,0.000,0.000,0.00,0.000,2.1,3.5,0.6,133,18,2.5,5.1,0.8,127,18,2.1,3.5,0.6,133,18,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:30:00 EDT,43.11700,-73.57829,103,48.5,51.2,48.5,95.2,47.2,0.000,0.000,0.00,0.000,2.0,3.5,0.7,135,18,2.4,4.0,0.7,132,17,2.0,3.5,0.7,135,18,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:35:00 EDT,43.11700,-73.57829,103,48.5,51.1,48.5,95.3,47.2,0.000,0.000,0.00,0.000,1.5,2.8,0.7,137,12,1.9,3.1,0.6,132,15,1.5,2.8,0.7,137,12,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:40:00 EDT,43.11700,-73.57829,103,48.5,51.1,48.5,96.4,47.5,0.000,0.000,0.00,0.000,0.5,1.4,0.4,116,4,1.1,4.0,0.4,106,15,0.5,1.4,0.4,116,4,0,29.70,,,,,,,,,,
SCHU,2015-10-12 00:45:00 EDT,43.11700,-73.57829,103,48.2,50.6,48.2,96.8,47.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,5.8,0.7,81,64,0.0,0.0,0.0,0,0,0,29.70,,,,,,,,,,
