station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-07 00:00:00 EDT,43.11700,-73.57829,103,64.6,65.8,64.6,99.5,64.5,0.000,0.000,0.00,0.000,0.0,0.4,0.1,140,0,0.8,1.3,0.2,99,19,0.0,0.4,0.1,140,0,0,29.95,,,,,,,,,,
SCHU,2015-09-07 00:05:00 EDT,43.11700,-73.57829,103,64.5,65.7,64.5,99.5,64.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.3,0.2,71,25,0.0,0.0,0.0,0,0,0,29.95,,,,,,,,,,
SCHU,2015-09-07 00:10:00 EDT,43.11700,-73.57829,103,64.4,65.7,64.4,99.4,64.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.1,0.2,65,24,0.0,0.0,0.0,0,0,0,29.95,,,,,,,,,,
SCHU,2015-09-07 00:15:00 EDT,43.11700,-73.57829,103,64.5,65.9,64.5,99.5,64.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.9,1.8,0.3,29,15,0.0,0.0,0.0,0,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 00:20:00 EDT,43.11700,-73.57829,103,64.4,65.9,64.4,99.5,64.3,0.000,0.000,0.00,0.000,0.5,0.9,0.3,139,0,1.2,1.8,0.2,109,15,0.5,0.9,0.3,139,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 00:25:00 EDT,43.11700,-73.57829,103,64.1,65.6,64.1,99.4,64.0,0.000,0.000,0.00,0.000,1.1,1.6,0.3,139,0,1.5,2.0,0.2,132,5,1.1,1.6,0.3,139,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 00:30:00 EDT,43.11700,-73.57829,103,64.1,65.4,64.1,99.6,63.9,0.000,0.000,0.00,0.000,1.1,1.6,0.2,139,0,1.4,1.8,0.2,133,6,1.1,1.6,0.2,139,0,0,29.95,,,,,,,,,,
SCHU,2015-09-07 00:35:00 EDT,43.11700,-73.57829,103,63.8,65.3,63.8,99.4,63.7,0.000,0.000,0.00,0.000,0.4,1.1,0.3,139,0,1.0,1.6,0.3,113,13,0.4,1.1,0.3,139,0,0,29.95,,,,,,,,,,
SCHU,2015-09-07 00:40:00 EDT,43.11700,-73.57829,103,64.1,65.2,64.1,99.6,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,2.9,0.3,134,48,0.0,0.0,0.0,0,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 00:45:00 EDT,43.11700,-73.57829,103,64.3,65.2,64.3,99.6,64.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.1,0.2,176,31,0.0,0.0,0.0,0,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 00:50:00 EDT,43.11700,-73.57829,103,64.2,65.2,64.2,99.6,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.7,0.2,187,48,0.0,0.0,0.0,0,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 00:55:00 EDT,43.11700,-73.57829,103,64.1,65.1,64.1,99.6,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,4.7,0.5,177,43,0.0,0.0,0.0,0,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 01:00:00 EDT,43.11700,-73.57829,103,64.1,65.1,64.1,99.6,64.0,0.000,0.000,0.00,0.000,0.6,1.0,0.2,140,0,1.0,1.8,0.2,136,12,0.6,1.0,0.2,140,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 01:05:00 EDT,43.11700,-73.57829,103,63.6,65.3,63.6,99.5,63.4,0.000,0.000,0.00,0.000,0.5,0.8,0.3,139,0,1.1,1.6,0.2,117,12,0.5,0.8,0.3,139,0,0,29.96,,,,,,,,,,
SCHU,2015-09-07 01:10:00 EDT,43.11700,-73.57829,103,64.0,65.0,64.0,99.6,63.9,0.000,0.000,0.00,0.000,0.3,1.1,0.4,139,0,1.0,1.8,0.3,113,25,0.3,1.1,0.4,139,0,0,29.95,,,,,,,,,,
SCHU,2015-09-07 01:15:00 EDT,43.11700,-73.57829,103,63.8,65.2,63.8,99.6,63.7,0.000,0.000,0.00,0.000,1.0,1.4,0.2,140,0,1.4,2.0,0.3,130,11,1.0,1.4,0.2,140,0,0,29.95,,,,,,,,,,
