station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-18 00:00:00 EDT,43.11700,-73.57829,103,69.9,70.9,69.9,99.3,69.7,0.000,0.000,0.00,0.000,0.0,0.5,0.1,133,0,0.7,1.1,0.2,128,9,0.0,0.5,0.1,133,0,0,29.89,,,,,,,,,,
SCHU,2015-08-18 00:05:00 EDT,43.11700,-73.57829,103,69.9,70.8,69.9,99.3,69.7,0.000,0.000,0.00,0.000,0.3,0.9,0.3,133,0,0.9,1.3,0.2,131,8,0.3,0.9,0.3,133,0,0,29.89,,,,,,,,,,
SCHU,2015-08-18 00:10:00 EDT,43.11700,-73.57829,103,69.6,70.7,69.6,99.3,69.4,0.000,0.000,0.00,0.000,0.8,0.9,0.1,133,0,1.2,1.6,0.1,142,8,0.8,0.9,0.1,133,0,0,29.89,,,,,,,,,,
SCHU,2015-08-18 00:15:00 EDT,43.11700,-73.57829,103,69.6,70.7,69.6,99.3,69.3,0.000,0.000,0.00,0.000,0.4,0.8,0.3,133,0,1.0,1.3,0.1,123,13,0.4,0.8,0.3,133,0,0,29.90,,,,,,,,,,
SCHU,2015-08-18 00:20:00 EDT,43.11700,-73.57829,103,69.7,70.7,69.7,99.4,69.5,0.000,0.000,0.00,0.000,0.0,0.4,0.1,133,0,1.0,4.9,0.6,95,20,0.0,0.4,0.1,133,0,0,29.90,,,,,,,,,,
SCHU,2015-08-18 00:25:00 EDT,43.11700,-73.57829,103,69.7,70.5,69.7,99.4,69.5,0.000,0.000,0.00,0.000,0.0,0.4,0.1,133,0,0.6,1.6,0.3,64,55,0.0,0.4,0.1,133,0,0,29.90,,,,,,,,,,
SCHU,2015-08-18 00:30:00 EDT,43.11700,-73.57829,103,69.8,70.8,69.8,99.5,69.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,1.1,0.2,14,10,0.0,0.0,0.0,0,0,0,29.90,,,,,,,,,,
SCHU,2015-08-18 00:35:00 EDT,43.11700,-73.57829,103,69.8,70.6,69.8,99.5,69.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,0.9,0.2,312,40,0.0,0.0,0.0,0,0,0,29.90,,,,,,,,,,
SCHU,2015-08-18 00:40:00 EDT,43.11700,-73.57829,103,69.7,70.4,69.7,99.5,69.5,0.000,0.000,0.00,0.000,0.3,0.8,0.3,133,0,0.9,1.3,0.2,330,29,0.3,0.8,0.3,133,0,0,29.90,,,,,,,,,,
SCHU,2015-08-18 00:45:00 EDT,43.11700,-73.57829,103,69.4,70.4,69.4,99.5,69.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,1.3,0.2,14,21,0.0,0.0,0.0,0,0,0,29.90,,,,,,,,,,
