station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
BATA,2016-04-19 00:00:00 EDT,43.01994,-78.13566,906,57.5,58.2,57.5,44.7,36.2,0.000,0.000,0.00,0.000,9.9,12.1,0.9,254,5,,,,,,9.9,12.1,0.9,254,5,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:05:00 EDT,43.01994,-78.13566,906,57.6,58.2,57.6,44.7,36.2,0.000,0.000,0.00,0.000,9.4,11.5,1.1,264,10,,,,,,9.4,11.5,1.1,264,10,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:10:00 EDT,43.01994,-78.13566,906,57.4,58.0,57.4,44.8,36.1,0.000,0.000,0.00,0.000,9.2,12.3,1.1,265,7,,,,,,9.2,12.3,1.1,265,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:15:00 EDT,43.01994,-78.13566,906,57.4,57.8,57.4,44.9,36.1,0.000,0.000,0.00,0.000,9.3,12.4,1.1,260,6,,,,,,9.3,12.4,1.1,260,6,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:20:00 EDT,43.01994,-78.13566,906,57.2,57.8,57.2,45.1,36.1,0.000,0.000,0.00,0.000,9.0,11.2,0.9,263,7,,,,,,9.0,11.2,0.9,263,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:25:00 EDT,43.01994,-78.13566,906,57.1,57.7,57.1,45.9,36.4,0.000,0.000,0.00,0.000,9.4,11.9,1.2,265,6,,,,,,9.4,11.9,1.2,265,6,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:30:00 EDT,43.01994,-78.13566,906,57.3,57.8,57.3,45.7,36.6,0.000,0.000,0.00,0.000,10.3,13.0,1.1,265,8,,,,,,10.3,13.0,1.1,265,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:35:00 EDT,43.01994,-78.13566,906,57.3,57.6,57.3,45.3,36.3,0.000,0.000,0.00,0.000,10.9,14.2,1.1,262,5,,,,,,10.9,14.2,1.1,262,5,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:40:00 EDT,43.01994,-78.13566,906,57.1,57.4,57.1,45.7,36.3,0.000,0.000,0.00,0.000,11.1,16.1,1.7,264,7,,,,,,11.1,16.1,1.7,264,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:45:00 EDT,43.01994,-78.13566,906,56.9,57.2,56.9,46.2,36.4,0.000,0.000,0.00,0.000,11.4,14.2,1.2,263,7,,,,,,11.4,14.2,1.2,263,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:50:00 EDT,43.01994,-78.13566,906,56.8,57.1,56.8,46.7,36.7,0.000,0.000,0.00,0.000,10.9,13.8,1.3,267,7,,,,,,10.9,13.8,1.3,267,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 00:55:00 EDT,43.01994,-78.13566,906,56.7,57.0,56.7,47.1,36.7,0.000,0.000,0.00,0.000,10.5,12.9,1.0,267,8,,,,,,10.5,12.9,1.0,267,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:00:00 EDT,43.01994,-78.13566,906,56.8,57.0,56.8,47.3,36.9,0.000,0.000,0.00,0.000,10.8,13.9,1.4,267,8,,,,,,10.8,13.9,1.4,267,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:05:00 EDT,43.01994,-78.13566,906,56.7,56.9,56.7,47.5,37.0,0.000,0.000,0.00,0.000,10.6,13.9,1.2,266,8,,,,,,10.6,13.9,1.2,266,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:10:00 EDT,43.01994,-78.13566,906,56.4,56.7,56.4,48.5,37.2,0.000,0.000,0.00,0.000,9.6,12.5,1.3,261,8,,,,,,9.6,12.5,1.3,261,8,0,29.15,,,,,,,,,,
BATA,2016-04-19 01:15:00 EDT,43.01994,-78.13566,906,56.4,56.7,56.4,48.8,37.3,0.000,0.000,0.00,0.000,8.6,10.1,0.7,251,8,,,,,,8.6,10.1,0.7,251,8,0,29.15,,,,,,,,,,
BATA,2016-04-19 01:20:00 EDT,43.01994,-78.13566,906,56.4,56.6,56.4,48.1,37.0,0.000,0.000,0.00,0.000,8.9,11.4,1.1,260,8,,,,,,8.9,11.4,1.1,260,8,0,29.15,,,,,,,,,,
BATA,2016-04-19 01:25:00 EDT,43.01994,-78.13566,906,55.9,56.2,55.9,49.9,37.5,0.000,0.000,0.00,0.000,9.4,11.3,0.9,278,7,,,,,,9.4,11.3,0.9,278,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:30:00 EDT,43.01994,-78.13566,906,55.9,56.1,55.9,49.9,37.5,0.000,0.000,0.00,0.000,10.5,14.0,1.1,269,8,,,,,,10.5,14.0,1.1,269,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:35:00 EDT,43.01994,-78.13566,906,55.8,56.0,55.8,49.7,37.3,0.000,0.000,0.00,0.000,10.8,14.4,1.2,268,7,,,,,,10.8,14.4,1.2,268,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:40:00 EDT,43.01994,-78.13566,906,55.3,55.5,55.3,52.2,38.0,0.000,0.000,0.00,0.000,10.6,13.1,0.8,278,6,,,,,,10.6,13.1,0.8,278,6,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:45:00 EDT,43.01994,-78.13566,906,54.3,54.8,54.3,57.1,39.4,0.000,0.000,0.00,0.000,9.4,12.4,1.3,286,6,,,,,,9.4,12.4,1.3,286,6,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:50:00 EDT,43.01994,-78.13566,906,54.5,54.9,54.5,58.1,40.0,0.000,0.000,0.00,0.000,13.7,18.5,2.0,289,8,,,,,,13.7,18.5,2.0,289,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 01:55:00 EDT,43.01994,-78.13566,906,54.2,54.4,54.2,59.4,40.4,0.000,0.000,0.00,0.000,10.6,15.3,1.5,300,7,,,,,,10.6,15.3,1.5,300,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 02:00:00 EDT,43.01994,-78.13566,906,53.6,53.8,53.6,62.2,41.0,0.000,0.000,0.00,0.000,11.6,16.1,1.5,300,8,,,,,,11.6,16.1,1.5,300,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 02:05:00 EDT,43.01994,-78.13566,906,53.3,53.5,53.3,63.5,41.2,0.000,0.000,0.00,0.000,11.0,15.4,1.7,302,9,,,,,,11.0,15.4,1.7,302,9,0,29.16,,,,,,,,,,
BATA,2016-04-19 02:10:00 EDT,43.01994,-78.13566,906,53.1,53.3,53.1,64.1,41.2,0.000,0.000,0.00,0.000,10.8,15.3,1.9,303,8,,,,,,10.8,15.3,1.9,303,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 02:15:00 EDT,43.01994,-78.13566,906,52.9,53.0,52.9,64.3,41.2,0.000,0.000,0.00,0.000,8.8,14.1,1.7,305,7,,,,,,8.8,14.1,1.7,305,7,0,29.16,,,,,,,,,,
BATA,2016-04-19 02:20:00 EDT,43.01994,-78.13566,906,52.6,52.7,52.6,65.6,41.4,0.000,0.000,0.00,0.000,8.6,11.0,1.3,314,8,,,,,,8.6,11.0,1.3,314,8,0,29.16,,,,,,,,,,
BATA,2016-04-19 02:25:00 EDT,43.01994,-78.13566,906,52.4,52.5,52.4,66.9,41.7,0.000,0.000,0.00,0.000,8.1,11.8,1.3,322,7,,,,,,8.1,11.8,1.3,322,7,0,29.15,,,,,,,,,,
BATA,2016-04-19 02:30:00 EDT,43.01994,-78.13566,906,52.4,52.5,52.4,67.0,41.8,0.000,0.000,0.00,0.000,8.5,11.8,1.1,328,8,,,,,,8.5,11.8,1.1,328,8,0,29.15,,,,,,,,,,
