station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-18 00:00:00 EDT,43.11700,-73.57829,103,61.2,62.5,61.2,99.4,61.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,4.7,0.5,345,41,0.0,0.0,0.0,0,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 00:05:00 EDT,43.11700,-73.57829,103,61.2,62.3,61.2,99.5,61.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.7,0.2,295,31,0.0,0.0,0.0,0,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:10:00 EDT,43.11700,-73.57829,103,61.4,62.2,61.4,99.5,61.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.3,0.3,315,20,0.0,0.0,0.0,0,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:15:00 EDT,43.11700,-73.57829,103,61.2,62.3,61.2,99.5,61.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.1,0.2,350,25,0.0,0.0,0.0,0,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:20:00 EDT,43.11700,-73.57829,103,61.3,62.2,61.3,99.6,61.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,4.3,0.4,14,23,0.0,0.0,0.0,0,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:25:00 EDT,43.11700,-73.57829,103,60.8,62.1,60.8,99.5,60.7,0.000,0.000,0.00,0.000,0.0,0.1,0.0,337,0,0.7,1.3,0.3,98,33,0.0,0.1,0.0,337,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:30:00 EDT,43.11700,-73.57829,103,60.9,61.8,60.9,99.5,60.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.9,0.1,229,33,0.0,0.0,0.0,0,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:35:00 EDT,43.11700,-73.57829,103,61.0,61.8,61.0,99.6,60.9,0.000,0.000,0.00,0.000,0.1,0.5,0.2,337,0,0.5,1.3,0.3,115,28,0.1,0.5,0.2,337,0,0,29.93,,,,,,,,,,
SCHU,2015-09-18 00:40:00 EDT,43.11700,-73.57829,103,60.8,61.6,60.8,99.6,60.7,0.000,0.000,0.00,0.000,1.1,1.6,0.3,338,0,1.6,2.2,0.3,129,5,1.1,1.6,0.3,338,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 00:45:00 EDT,43.11700,-73.57829,103,60.1,61.7,60.1,99.4,59.9,0.000,0.000,0.00,0.000,0.0,0.7,0.1,338,0,0.5,1.1,0.2,176,46,0.0,0.7,0.1,338,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 00:50:00 EDT,43.11700,-73.57829,103,60.7,61.7,60.7,99.6,60.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.3,0.3,258,28,0.0,0.0,0.0,0,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 00:55:00 EDT,43.11700,-73.57829,103,60.5,61.5,60.5,99.6,60.4,0.000,0.000,0.00,0.000,0.1,0.6,0.2,337,0,0.7,1.3,0.3,213,32,0.1,0.6,0.2,337,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:00:00 EDT,43.11700,-73.57829,103,60.6,61.3,60.6,99.6,60.5,0.000,0.000,0.00,0.000,0.2,0.7,0.2,337,0,0.9,1.3,0.2,168,15,0.2,0.7,0.2,337,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:05:00 EDT,43.11700,-73.57829,103,60.5,61.2,60.5,99.6,60.4,0.000,0.000,0.00,0.000,0.2,0.7,0.2,337,0,0.8,1.3,0.2,147,12,0.2,0.7,0.2,337,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:10:00 EDT,43.11700,-73.57829,103,60.2,61.3,60.2,99.6,60.1,0.000,0.000,0.00,0.000,0.4,0.9,0.2,337,0,1.0,1.3,0.2,131,13,0.4,0.9,0.2,337,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:15:00 EDT,43.11700,-73.57829,103,60.3,61.1,60.3,99.6,60.2,0.000,0.000,0.00,0.000,0.0,0.5,0.1,337,0,0.7,1.1,0.2,121,15,0.0,0.5,0.1,337,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:20:00 EDT,43.11700,-73.57829,103,60.0,61.1,60.0,99.6,59.9,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.1,0.2,132,19,0.0,0.0,0.0,0,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:25:00 EDT,43.11700,-73.57829,103,60.4,61.1,60.4,99.6,60.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,1.4,3.6,0.4,96,11,0.0,0.0,0.0,0,0,0,29.92,,,,,,,,,,
SCHU,2015-09-18 01:30:00 EDT,43.11700,-73.57829,103,59.8,61.2,59.8,99.6,59.7,0.000,0.000,0.00,0.000,0.2,0.6,0.2,337,0,1.0,1.6,0.2,122,29,0.2,0.6,0.2,337,0,0,29.92,,,,,,,,,,
