station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-10 00:00:00 EDT,43.11700,-73.57829,103,69.2,70.3,69.2,95.4,67.9,0.000,0.011,0.00,0.000,1.0,1.9,0.4,157,15,1.3,2.7,0.4,152,19,1.0,1.9,0.4,157,15,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:05:00 EDT,43.11700,-73.57829,103,69.4,70.3,69.4,96.9,68.5,0.000,0.000,0.00,0.000,1.2,2.3,0.6,121,15,1.7,3.1,0.7,115,15,1.2,2.3,0.6,121,15,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:10:00 EDT,43.11700,-73.57829,103,69.4,70.3,69.4,96.4,68.3,0.000,0.000,0.00,0.000,1.5,3.1,0.6,156,15,1.9,3.8,0.6,149,16,1.5,3.1,0.6,156,15,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:15:00 EDT,43.11700,-73.57829,103,69.1,70.2,69.1,96.9,68.2,0.000,0.000,0.00,0.000,1.5,2.6,0.5,168,21,1.8,3.4,0.6,163,25,1.5,2.6,0.5,168,21,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:20:00 EDT,43.11700,-73.57829,103,69.4,70.2,69.4,97.5,68.7,0.000,0.000,0.00,0.000,2.1,3.6,0.7,125,19,2.5,4.3,0.8,121,18,2.1,3.6,0.7,125,19,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:25:00 EDT,43.11700,-73.57829,103,69.8,70.1,69.8,97.0,68.9,0.000,0.000,0.00,0.000,1.4,2.1,0.4,115,28,1.9,2.9,0.5,110,26,1.4,2.1,0.4,115,28,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:30:00 EDT,43.11700,-73.57829,103,69.3,69.9,69.3,96.4,68.2,0.000,0.000,0.00,0.000,1.9,3.1,0.5,156,15,2.1,4.0,0.6,151,17,1.9,3.1,0.5,156,15,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:35:00 EDT,43.11700,-73.57829,103,69.5,69.9,69.5,97.0,68.6,0.000,0.000,0.00,0.000,1.8,3.3,0.8,197,13,1.9,3.4,0.7,194,16,1.8,3.3,0.8,197,13,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:40:00 EDT,43.11700,-73.57829,103,69.6,70.0,69.6,96.9,68.7,0.000,0.000,0.00,0.000,1.0,2.0,0.6,120,20,1.6,5.4,0.8,113,23,1.0,2.0,0.6,120,20,0,29.76,,,,,,,,,,
SCHU,2015-09-10 00:45:00 EDT,43.11700,-73.57829,103,69.8,70.0,69.8,96.2,68.7,0.000,0.000,0.00,0.000,1.9,3.4,0.8,141,16,2.2,3.8,0.7,135,15,1.9,3.4,0.8,141,16,0,29.76,,,,,,,,,,
