station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
BATA,2016-04-15 00:00:00 EDT,43.01994,-78.13566,906,37.4,38.4,32.3,50.4,20.6,0.000,0.000,0.00,0.000,6.5,7.7,0.6,122,5,,,,,,6.5,7.7,0.6,122,5,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:05:00 EDT,43.01994,-78.13566,906,37.2,38.3,32.3,50.9,20.7,0.000,0.000,0.00,0.000,6.2,7.4,0.5,122,7,,,,,,6.2,7.4,0.5,122,7,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:10:00 EDT,43.01994,-78.13566,906,37.2,38.2,32.4,50.9,20.7,0.000,0.000,0.00,0.000,6.0,7.5,0.6,129,6,,,,,,6.0,7.5,0.6,129,6,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:15:00 EDT,43.01994,-78.13566,906,37.3,38.2,32.0,51.0,20.8,0.000,0.000,0.00,0.000,6.8,9.2,0.8,129,6,,,,,,6.8,9.2,0.8,129,6,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:20:00 EDT,43.01994,-78.13566,906,37.5,38.3,32.1,50.7,20.8,0.000,0.000,0.00,0.000,7.0,9.9,1.2,125,8,,,,,,7.0,9.9,1.2,125,8,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:25:00 EDT,43.01994,-78.13566,906,37.4,38.3,32.0,50.5,20.7,0.000,0.000,0.00,0.000,7.1,10.6,1.2,125,10,,,,,,7.1,10.6,1.2,125,10,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:30:00 EDT,43.01994,-78.13566,906,38.0,38.7,32.0,49.3,20.7,0.000,0.000,0.00,0.000,8.2,14.8,2.6,126,11,,,,,,8.2,14.8,2.6,126,11,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:35:00 EDT,43.01994,-78.13566,906,37.0,37.9,31.3,52.2,21.1,0.000,0.000,0.00,0.000,7.3,9.7,1.1,129,9,,,,,,7.3,9.7,1.1,129,9,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:40:00 EDT,43.01994,-78.13566,906,37.5,38.2,32.2,51.2,21.1,0.000,0.000,0.00,0.000,7.0,10.3,1.4,129,11,,,,,,7.0,10.3,1.4,129,11,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:45:00 EDT,43.01994,-78.13566,906,37.0,38.0,31.9,52.1,21.0,0.000,0.000,0.00,0.000,6.5,9.1,0.9,131,8,,,,,,6.5,9.1,0.9,131,8,0,29.40,,,,,,,,,,
BATA,2016-04-15 00:50:00 EDT,43.01994,-78.13566,906,37.3,38.1,32.2,51.7,21.1,0.000,0.000,0.00,0.000,6.4,9.0,1.0,124,9,,,,,,6.4,9.0,1.0,124,9,0,29.40,,,,,,,,,,
