station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-09-20 00:00:00 EDT,43.11700,-73.57829,103,72.7,73.1,72.7,70.6,62.6,0.000,0.000,0.00,0.000,2.2,7.1,1.6,180,31,2.7,7.8,1.7,174,39,2.2,7.1,1.6,180,31,0,29.67,,,,,,,,,,
SCHU,2015-09-20 00:05:00 EDT,43.11700,-73.57829,103,72.7,72.9,72.7,72.2,63.2,0.000,0.000,0.00,0.000,3.7,11.6,2.8,187,32,4.5,11.9,2.9,184,37,3.7,11.6,2.8,187,32,0,29.68,,,,,,,,,,
SCHU,2015-09-20 00:10:00 EDT,43.11700,-73.57829,103,72.4,72.6,72.4,74.1,63.7,0.017,0.017,0.43,0.017,3.7,7.5,1.7,178,27,4.1,9.4,1.9,175,29,3.7,7.5,1.7,178,27,0,29.68,,,,,,,,,,
SCHU,2015-09-20 00:15:00 EDT,43.11700,-73.57829,103,70.8,71.2,70.8,79.8,64.3,0.019,0.036,0.54,0.036,2.7,5.8,1.2,192,36,3.0,7.2,1.4,190,36,2.7,5.8,1.2,192,36,0,29.68,,,,,,,,,,
SCHU,2015-09-20 00:20:00 EDT,43.11700,-73.57829,103,69.6,70.3,69.6,85.5,65.0,0.003,0.039,0.00,0.039,2.3,4.2,0.8,175,20,2.7,5.1,0.9,169,20,2.3,4.2,0.8,175,20,0,29.68,,,,,,,,,,
SCHU,2015-09-20 00:25:00 EDT,43.11700,-73.57829,103,68.9,69.8,68.9,89.3,65.6,0.000,0.039,0.00,0.039,1.9,4.2,0.9,240,36,2.2,4.9,0.9,241,43,1.9,4.2,0.9,240,36,0,29.69,,,,,,,,,,
SCHU,2015-09-20 00:30:00 EDT,43.11700,-73.57829,103,68.3,68.9,68.3,92.3,66.0,0.001,0.040,0.00,0.040,3.5,6.9,1.0,292,23,3.7,7.4,1.2,301,23,3.5,6.9,1.0,292,23,0,29.70,,,,,,,,,,
SCHU,2015-09-20 00:35:00 EDT,43.11700,-73.57829,103,68.9,69.3,68.9,90.5,66.0,0.000,0.040,0.00,0.040,1.4,4.5,1.1,270,46,2.3,6.3,1.4,278,54,1.4,4.5,1.1,270,46,0,29.71,,,,,,,,,,
SCHU,2015-09-20 00:40:00 EDT,43.11700,-73.57829,103,69.0,69.3,69.0,88.2,65.3,0.014,0.054,0.00,0.054,3.4,7.9,1.8,270,35,3.8,9.2,2.1,277,36,3.4,7.9,1.8,270,35,0,29.71,,,,,,,,,,
SCHU,2015-09-20 00:45:00 EDT,43.11700,-73.57829,103,68.3,68.5,68.3,89.1,64.9,0.032,0.086,0.61,0.086,2.1,6.7,1.4,228,38,2.7,7.4,1.5,226,46,2.1,6.7,1.4,228,38,0,29.71,,,,,,,,,,
