station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm,frozen_soil_25cm,frozen_soil_50cm,soil_temp_05cm,soil_temp_25cm,soil_temp_50cm,soil_moisture_05cm,soil_moisture_25cm,soil_moisture_50cm
SCHU,2015-08-26 00:00:00 EDT,43.11700,-73.57829,103,64.2,65.2,64.2,97.1,63.4,0.000,0.196,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.1,0.2,228,21,0.0,0.0,0.0,0,0,0,29.79,,,,,,,,,,
SCHU,2015-08-26 00:05:00 EDT,43.11700,-73.57829,103,64.1,64.8,64.1,97.3,63.3,0.000,0.000,0.00,0.000,1.0,1.8,0.5,264,3,1.2,2.2,0.4,265,13,1.0,1.8,0.5,264,3,0,29.79,,,,,,,,,,
SCHU,2015-08-26 00:10:00 EDT,43.11700,-73.57829,103,63.8,64.7,63.8,97.1,63.0,0.000,0.000,0.00,0.000,0.4,1.2,0.5,265,0,1.1,2.2,0.6,100,29,0.4,1.2,0.5,265,0,0,29.79,,,,,,,,,,
SCHU,2015-08-26 00:15:00 EDT,43.11700,-73.57829,103,63.7,64.9,63.7,97.4,63.0,0.000,0.000,0.00,0.000,0.6,1.2,0.4,163,56,1.4,4.7,0.5,103,25,0.6,1.2,0.4,163,56,0,29.79,,,,,,,,,,
SCHU,2015-08-26 00:20:00 EDT,43.11700,-73.57829,103,63.7,64.7,63.7,98.0,63.1,0.000,0.000,0.00,0.000,0.5,1.7,0.5,156,28,1.0,2.0,0.4,141,35,0.5,1.7,0.5,156,28,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:25:00 EDT,43.11700,-73.57829,103,63.9,64.5,63.9,97.9,63.3,0.000,0.000,0.00,0.000,1.0,1.8,0.3,199,13,1.3,2.0,0.3,187,19,1.0,1.8,0.3,199,13,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:30:00 EDT,43.11700,-73.57829,103,63.7,64.2,63.7,97.8,63.1,0.000,0.000,0.00,0.000,0.0,0.4,0.1,182,0,0.7,1.8,0.4,68,49,0.0,0.4,0.1,182,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:35:00 EDT,43.11700,-73.57829,103,63.9,64.4,63.9,97.6,63.3,0.000,0.000,0.00,0.000,1.0,2.0,0.6,134,20,1.5,2.7,0.4,126,26,1.0,2.0,0.6,134,20,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:40:00 EDT,43.11700,-73.57829,103,63.7,64.3,63.7,97.2,62.8,0.000,0.000,0.00,0.000,0.3,1.6,0.5,189,5,0.7,2.0,0.5,190,44,0.3,1.6,0.5,189,5,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:45:00 EDT,43.11700,-73.57829,103,63.7,64.3,63.7,97.7,63.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.8,1.1,0.2,125,26,0.0,0.0,0.0,0,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:50:00 EDT,43.11700,-73.57829,103,63.6,64.3,63.6,97.8,62.9,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.9,1.3,0.3,78,41,0.0,0.0,0.0,0,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 00:55:00 EDT,43.11700,-73.57829,103,63.5,64.1,63.5,98.1,62.9,0.000,0.000,0.00,0.000,1.4,2.1,0.5,260,15,1.6,2.5,0.3,262,19,1.4,2.1,0.5,260,15,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:00:00 EDT,43.11700,-73.57829,103,63.6,64.1,63.6,98.1,63.0,0.000,0.000,0.00,0.000,0.5,1.6,0.5,266,7,0.9,2.0,0.4,274,20,0.5,1.6,0.5,266,7,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:05:00 EDT,43.11700,-73.57829,103,63.3,64.0,63.3,97.9,62.7,0.000,0.000,0.00,0.000,0.3,1.4,0.5,202,3,0.8,1.8,0.4,188,43,0.3,1.4,0.5,202,3,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:10:00 EDT,43.11700,-73.57829,103,63.3,64.0,63.3,98.2,62.8,0.000,0.000,0.00,0.000,1.0,2.0,0.8,131,10,1.6,2.5,0.5,114,25,1.0,2.0,0.8,131,10,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:15:00 EDT,43.11700,-73.57829,103,62.7,63.8,62.7,97.8,62.1,0.000,0.000,0.00,0.000,1.1,1.5,0.2,167,29,1.4,2.2,0.3,163,29,1.1,1.5,0.2,167,29,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:20:00 EDT,43.11700,-73.57829,103,63.3,63.9,63.3,98.5,62.9,0.000,0.000,0.00,0.000,1.2,2.6,0.6,143,25,1.7,4.5,0.7,131,31,1.2,2.6,0.6,143,25,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:25:00 EDT,43.11700,-73.57829,103,63.6,64.1,63.6,98.7,63.2,0.000,0.000,0.00,0.000,1.0,1.8,0.5,159,16,1.5,2.7,0.5,153,18,1.0,1.8,0.5,159,16,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:30:00 EDT,43.11700,-73.57829,103,63.0,63.7,63.0,97.9,62.4,0.000,0.000,0.00,0.000,2.0,3.3,0.7,146,14,2.4,4.3,0.7,141,13,2.0,3.3,0.7,146,14,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:35:00 EDT,43.11700,-73.57829,103,62.9,63.8,62.9,97.7,62.2,0.000,0.000,0.00,0.000,0.1,1.3,0.3,168,2,0.6,1.3,0.3,186,41,0.1,1.3,0.3,168,2,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:40:00 EDT,43.11700,-73.57829,103,62.9,63.6,62.9,97.9,62.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,0.9,0.2,168,35,0.0,0.0,0.0,0,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:45:00 EDT,43.11700,-73.57829,103,62.4,63.2,62.4,98.1,61.9,0.000,0.000,0.00,0.000,0.1,0.9,0.3,171,0,0.8,1.6,0.3,211,42,0.1,0.9,0.3,171,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:50:00 EDT,43.11700,-73.57829,103,62.4,63.1,62.4,98.5,61.9,0.000,0.000,0.00,0.000,0.8,1.5,0.2,171,0,1.3,2.0,0.2,184,19,0.8,1.5,0.2,171,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 01:55:00 EDT,43.11700,-73.57829,103,62.2,63.0,62.2,98.8,61.9,0.000,0.000,0.00,0.000,0.5,1.5,0.4,171,0,1.1,3.6,0.4,148,20,0.5,1.5,0.4,171,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:00:00 EDT,43.11700,-73.57829,103,62.1,63.0,62.1,98.8,61.8,0.000,0.000,0.00,0.000,0.5,1.1,0.4,171,0,0.9,2.0,0.5,161,25,0.5,1.1,0.4,171,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:05:00 EDT,43.11700,-73.57829,103,62.0,63.0,62.0,98.9,61.7,0.000,0.000,0.00,0.000,0.4,1.5,0.4,175,10,1.0,2.2,0.5,185,29,0.4,1.5,0.4,175,10,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:10:00 EDT,43.11700,-73.57829,103,61.9,62.9,61.9,98.7,61.6,0.000,0.000,0.00,0.000,0.4,1.8,0.4,167,1,0.9,2.0,0.3,162,27,0.4,1.8,0.4,167,1,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:15:00 EDT,43.11700,-73.57829,103,62.1,62.8,62.1,99.0,61.8,0.000,0.000,0.00,0.000,0.6,1.6,0.5,149,13,1.2,2.2,0.4,148,21,0.6,1.6,0.5,149,13,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:20:00 EDT,43.11700,-73.57829,103,61.8,62.8,61.8,98.9,61.5,0.000,0.000,0.00,0.000,1.0,2.0,0.4,246,20,1.2,2.0,0.3,243,25,1.0,2.0,0.4,246,20,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:25:00 EDT,43.11700,-73.57829,103,61.7,62.8,61.7,98.7,61.3,0.000,0.000,0.00,0.000,0.6,1.9,0.6,166,12,1.0,2.5,0.5,152,26,0.6,1.9,0.6,166,12,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:30:00 EDT,43.11700,-73.57829,103,61.8,62.6,61.8,98.9,61.4,0.000,0.000,0.00,0.000,0.0,0.4,0.1,146,0,0.6,1.6,0.3,161,30,0.0,0.4,0.1,146,0,0,29.80,,,,,,,,,,
SCHU,2015-08-26 02:35:00 EDT,43.11700,-73.57829,103,61.7,62.5,61.7,98.9,61.4,0.000,0.000,0.00,0.000,1.4,2.5,0.4,141,6,1.7,2.7,0.4,139,9,1.4,2.5,0.4,141,6,0,29.81,,,,,,,,,,
SCHU,2015-08-26 02:40:00 EDT,43.11700,-73.57829,103,61.8,62.5,61.8,99.1,61.5,0.000,0.000,0.00,0.000,1.3,2.1,0.4,140,10,1.6,2.5,0.5,134,10,1.3,2.1,0.4,140,10,0,29.81,,,,,,,,,,
SCHU,2015-08-26 02:45:00 EDT,43.11700,-73.57829,103,61.8,62.5,61.8,99.0,61.5,0.000,0.000,0.00,0.000,0.9,1.8,0.3,128,13,1.4,2.0,0.3,125,13,0.9,1.8,0.3,128,13,0,29.81,,,,,,,,,,
SCHU,2015-08-26 02:50:00 EDT,43.11700,-73.57829,103,61.7,62.5,61.7,98.7,61.3,0.000,0.000,0.00,0.000,0.1,1.1,0.3,132,0,0.9,1.6,0.3,205,46,0.1,1.1,0.3,132,0,0,29.81,,,,,,,,,,
SCHU,2015-08-26 02:55:00 EDT,43.11700,-73.57829,103,62.0,62.5,62.0,98.9,61.7,0.000,0.000,0.00,0.000,0.5,1.2,0.5,291,42,1.0,2.0,0.3,306,24,0.5,1.2,0.5,291,42,0,29.81,,,,,,,,,,
SCHU,2015-08-26 03:00:00 EDT,43.11700,-73.57829,103,62.2,62.3,62.2,98.6,61.8,0.000,0.000,0.00,0.000,0.3,1.1,0.4,239,15,0.6,1.3,0.3,234,29,0.3,1.1,0.4,239,15,0,29.81,,,,,,,,,,
SCHU,2015-08-26 03:05:00 EDT,43.11700,-73.57829,103,61.4,62.2,61.4,98.2,60.8,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.9,1.6,0.3,189,15,0.0,0.0,0.0,0,0,0,29.81,,,,,,,,,,
