station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
BATA,2016-06-19 00:00:00 EDT,43.01994,-78.13566,906,68.5,70.0,68.5,50.7,49.5,,,,,9.6,11.8,0.8,231,5,,,,,,9.6,11.8,0.8,231,5,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:05:00 EDT,43.01994,-78.13566,906,68.6,69.8,68.6,50.8,49.6,,,,,9.5,11.3,0.8,227,5,,,,,,9.5,11.3,0.8,227,5,0,29.30,,,,,,,,,,
BATA,2016-06-19 00:10:00 EDT,43.01994,-78.13566,906,68.6,69.8,68.6,50.1,49.3,,,,,10.4,13.5,1.0,228,6,,,,,,10.4,13.5,1.0,228,6,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:15:00 EDT,43.01994,-78.13566,906,68.5,69.7,68.5,50.0,49.1,,,,,10.0,12.5,0.9,227,5,,,,,,10.0,12.5,0.9,227,5,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:20:00 EDT,43.01994,-78.13566,906,68.6,69.6,68.6,49.8,49.1,,,,,10.1,12.1,0.9,226,4,,,,,,10.1,12.1,0.9,226,4,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:25:00 EDT,43.01994,-78.13566,906,68.1,69.3,68.1,50.4,49.0,,,,,9.6,13.2,1.0,229,5,,,,,,9.6,13.2,1.0,229,5,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:30:00 EDT,43.01994,-78.13566,906,68.2,69.5,68.2,49.8,48.8,,,,,10.6,13.5,1.2,230,5,,,,,,10.6,13.5,1.2,230,5,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:35:00 EDT,43.01994,-78.13566,906,68.1,69.3,68.1,49.7,48.6,,,,,9.6,12.3,0.9,228,5,,,,,,9.6,12.3,0.9,228,5,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:40:00 EDT,43.01994,-78.13566,906,67.9,69.1,67.9,50.4,48.8,,,,,10.1,12.4,0.9,227,6,,,,,,10.1,12.4,0.9,227,6,0,29.29,,,,,,,,,,
BATA,2016-06-19 00:45:00 EDT,43.01994,-78.13566,906,67.6,69.0,67.6,50.5,48.6,,,,,10.3,13.2,1.1,229,5,,,,,,10.3,13.2,1.1,229,5,0,29.29,,,,,,,,,,
