"Time Stamp","Time Zone","Name","PTID","Load"
"02/09/2015 00:00:00","EST","CAPITL",61757,1384
"02/09/2015 00:00:00","EST","CENTRL",61754,1822.8
"02/09/2015 00:00:00","EST","DUNWOD",61760,616.2
"02/09/2015 00:00:00","EST","GENESE",61753,1065
"02/09/2015 00:00:00","EST","HUD VL",61758,1027.7
"02/09/2015 00:00:00","EST","LONGIL",61762,2170.5
"02/09/2015 00:00:00","EST","MHK VL",61756,950.7
"02/09/2015 00:00:00","EST","MILLWD",61759,317.3
"02/09/2015 00:00:00","EST","N.Y.C.",61761,5247.7
"02/09/2015 00:00:00","EST","NORTH",61755,600
"02/09/2015 00:00:00","EST","WEST",61752,1737.3
"02/09/2015 00:05:00","EST","CAPITL",61757,1382.8
"02/09/2015 00:05:00","EST","CENTRL",61754,1811.5
"02/09/2015 00:05:00","EST","DUNWOD",61760,625.3
"02/09/2015 00:05:00","EST","GENESE",61753,1051.5
"02/09/2015 00:05:00","EST","HUD VL",61758,1033.8
"02/09/2015 00:05:00","EST","LONGIL",61762,2155.8
"02/09/2015 00:05:00","EST","MHK VL",61756,954.4
"02/09/2015 00:05:00","EST","MILLWD",61759,312.4
"02/09/2015 00:05:00","EST","N.Y.C.",61761,5214
"02/09/2015 00:05:00","EST","NORTH",61755,594.3
"02/09/2015 00:05:00","EST","WEST",61752,1716.3
"02/09/2015 00:10:00","EST","CAPITL",61757,1377
"02/09/2015 00:10:00","EST","CENTRL",61754,1809.3
"02/09/2015 00:10:00","EST","DUNWOD",61760,615.8
"02/09/2015 00:10:00","EST","GENESE",61753,1047.4
"02/09/2015 00:10:00","EST","HUD VL",61758,1026.5
"02/09/2015 00:10:00","EST","LONGIL",61762,2145.1
"02/09/2015 00:10:00","EST","MHK VL",61756,959.9
"02/09/2015 00:10:00","EST","MILLWD",61759,310.5
"02/09/2015 00:10:00","EST","N.Y.C.",61761,5164.9
"02/09/2015 00:10:00","EST","NORTH",61755,596.5
"02/09/2015 00:10:00","EST","WEST",61752,1717.1
"02/09/2015 00:15:00","EST","CAPITL",61757,1371.9
"02/09/2015 00:15:00","EST","CENTRL",61754,1801.7
"02/09/2015 00:15:00","EST","DUNWOD",61760,609
"02/09/2015 00:15:00","EST","GENESE",61753,1046.2
"02/09/2015 00:15:00","EST","HUD VL",61758,1031.7
"02/09/2015 00:15:00","EST","LONGIL",61762,2133.2
"02/09/2015 00:15:00","EST","MHK VL",61756,960.2
"02/09/2015 00:15:00","EST","MILLWD",61759,319.5
"02/09/2015 00:15:00","EST","N.Y.C.",61761,5168.6
"02/09/2015 00:15:00","EST","NORTH",61755,592.1
"02/09/2015 00:15:00","EST","WEST",61752,1702.8
"02/09/2015 00:20:00","EST","CAPITL",61757,1357.9
"02/09/2015 00:20:00","EST","CENTRL",61754,1764.4
"02/09/2015 00:20:00","EST","DUNWOD",61760,617.6
"02/09/2015 00:20:00","EST","GENESE",61753,1046.6
"02/09/2015 00:20:00","EST","HUD VL",61758,1039.7
"02/09/2015 00:20:00","EST","LONGIL",61762,2112.2
"02/09/2015 00:20:00","EST","MHK VL",61756,958.1
"02/09/2015 00:20:00","EST","MILLWD",61759,297.6
"02/09/2015 00:20:00","EST","N.Y.C.",61761,5147.7
"02/09/2015 00:20:00","EST","NORTH",61755,583.4
"02/09/2015 00:20:00","EST","WEST",61752,1704.7
"02/09/2015 00:25:00","EST","CAPITL",61757,1349.7
"02/09/2015 00:25:00","EST","CENTRL",61754,1755.8
"02/09/2015 00:25:00","EST","DUNWOD",61760,603.3
"02/09/2015 00:25:00","EST","GENESE",61753,1044.3
"02/09/2015 00:25:00","EST","HUD VL",61758,1013.8
"02/09/2015 00:25:00","EST","LONGIL",61762,2105.8
"02/09/2015 00:25:00","EST","MHK VL",61756,955.3
"02/09/2015 00:25:00","EST","MILLWD",61759,310.8
"02/09/2015 00:25:00","EST","N.Y.C.",61761,5100.1
"02/09/2015 00:25:00","EST","NORTH",61755,593.1
"02/09/2015 00:25:00","EST","WEST",61752,1705.6
"02/09/2015 00:30:00","EST","CAPITL",61757,1352.5
"02/09/2015 00:30:00","EST","CENTRL",61754,1788.6
"02/09/2015 00:30:00","EST","DUNWOD",61760,608.4
"02/09/2015 00:30:00","EST","GENESE",61753,1039.2
"02/09/2015 00:30:00","EST","HUD VL",61758,1023.5
"02/09/2015 00:30:00","EST","LONGIL",61762,2100.9
"02/09/2015 00:30:00","EST","MHK VL",61756,955.5
"02/09/2015 00:30:00","EST","MILLWD",61759,302.9
"02/09/2015 00:30:00","EST","N.Y.C.",61761,5094
"02/09/2015 00:30:00","EST","NORTH",61755,592.6
"02/09/2015 00:30:00","EST","WEST",61752,1689.1
"02/09/2015 00:35:00","EST","CAPITL",61757,1348.4
"02/09/2015 00:35:00","EST","CENTRL",61754,1785.1
"02/09/2015 00:35:00","EST","DUNWOD",61760,613.3
"02/09/2015 00:35:00","EST","GENESE",61753,1037.5
"02/09/2015 00:35:00","EST","HUD VL",61758,1017.9
"02/09/2015 00:35:00","EST","LONGIL",61762,2090.7
"02/09/2015 00:35:00","EST","MHK VL",61756,957
"02/09/2015 00:35:00","EST","MILLWD",61759,303.9
"02/09/2015 00:35:00","EST","N.Y.C.",61761,5069.8
"02/09/2015 00:35:00","EST","NORTH",61755,589.4
"02/09/2015 00:35:00","EST","WEST",61752,1699.8
"02/09/2015 00:40:00","EST","CAPITL",61757,1352.4
"02/09/2015 00:40:00","EST","CENTRL",61754,1788.6
"02/09/2015 00:40:00","EST","DUNWOD",61760,604.8
"02/09/2015 00:40:00","EST","GENESE",61753,1028.1
"02/09/2015 00:40:00","EST","HUD VL",61758,991.7
"02/09/2015 00:40:00","EST","LONGIL",61762,2086.2
"02/09/2015 00:40:00","EST","MHK VL",61756,943.8
"02/09/2015 00:40:00","EST","MILLWD",61759,314.1
"02/09/2015 00:40:00","EST","N.Y.C.",61761,5058.1
"02/09/2015 00:40:00","EST","NORTH",61755,587.6
"02/09/2015 00:40:00","EST","WEST",61752,1685.5
"02/09/2015 00:45:00","EST","CAPITL",61757,1347.5
"02/09/2015 00:45:00","EST","CENTRL",61754,1803.4
