"Time Stamp","Time Zone","Name","PTID","Load"
"06/01/2011 00:00:00","EDT","CAPITL",61757,1321.9
"06/01/2011 00:00:00","EDT","CENTRL",61754,2032
"06/01/2011 00:00:00","EDT","DUNWOD",61760,756.3
"06/01/2011 00:00:00","EDT","GENESE",61753,1266.2
"06/01/2011 00:00:00","EDT","HUD VL",61758,1262.1
"06/01/2011 00:00:00","EDT","LONGIL",61762,2620.2
"06/01/2011 00:00:00","EDT","MHK VL",61756,844.5
"06/01/2011 00:00:00","EDT","MILLWD",61759,385.1
"06/01/2011 00:00:00","EDT","N.Y.C.",61761,6699.5
"06/01/2011 00:00:00","EDT","NORTH",61755,667.8
"06/01/2011 00:00:00","EDT","WEST",61752,1988.2
"06/01/2011 00:05:00","EDT","CAPITL",61757,1317.5
"06/01/2011 00:05:00","EDT","CENTRL",61754,2005.4
"06/01/2011 00:05:00","EDT","DUNWOD",61760,749.8
"06/01/2011 00:05:00","EDT","GENESE",61753,1254.7
"06/01/2011 00:05:00","EDT","HUD VL",61758,1247.9
"06/01/2011 00:05:00","EDT","LONGIL",61762,2582.1
"06/01/2011 00:05:00","EDT","MHK VL",61756,833.9
"06/01/2011 00:05:00","EDT","MILLWD",61759,372.3
"06/01/2011 00:05:00","EDT","N.Y.C.",61761,6643.7
"06/01/2011 00:05:00","EDT","NORTH",61755,655.8
"06/01/2011 00:05:00","EDT","WEST",61752,1961.6
"06/01/2011 00:10:00","EDT","CAPITL",61757,1296
"06/01/2011 00:10:00","EDT","CENTRL",61754,2014.4
"06/01/2011 00:10:00","EDT","DUNWOD",61760,818
"06/01/2011 00:10:00","EDT","GENESE",61753,1240.7
"06/01/2011 00:10:00","EDT","HUD VL",61758,1276.7
"06/01/2011 00:10:00","EDT","LONGIL",61762,2561.4
"06/01/2011 00:10:00","EDT","MHK VL",61756,806.9
"06/01/2011 00:10:00","EDT","MILLWD",61759,253.2
"06/01/2011 00:10:00","EDT","N.Y.C.",61761,6574.3
"06/01/2011 00:10:00","EDT","NORTH",61755,662.6
"06/01/2011 00:10:00","EDT","WEST",61752,1953.2
"06/01/2011 00:15:00","EDT","CAPITL",61757,1284.7
"06/01/2011 00:15:00","EDT","CENTRL",61754,1956.5
"06/01/2011 00:15:00","EDT","DUNWOD",61760,736.7
"06/01/2011 00:15:00","EDT","GENESE",61753,1241.4
"06/01/2011 00:15:00","EDT","HUD VL",61758,1216.1
"06/01/2011 00:15:00","EDT","LONGIL",61762,2546.4
"06/01/2011 00:15:00","EDT","MHK VL",61756,810.7
"06/01/2011 00:15:00","EDT","MILLWD",61759,312.2
"06/01/2011 00:15:00","EDT","N.Y.C.",61761,6525.5
"06/01/2011 00:15:00","EDT","NORTH",61755,651.1
"06/01/2011 00:15:00","EDT","WEST",61752,1965.2
"06/01/2011 00:20:00","EDT","CAPITL",61757,1270.5
"06/01/2011 00:20:00","EDT","CENTRL",61754,1969.9
"06/01/2011 00:20:00","EDT","DUNWOD",61760,690.2
"06/01/2011 00:20:00","EDT","GENESE",61753,1235.3
"06/01/2011 00:20:00","EDT","HUD VL",61758,1250.5
"06/01/2011 00:20:00","EDT","LONGIL",61762,2536
"06/01/2011 00:20:00","EDT","MHK VL",61756,804.5
"06/01/2011 00:20:00","EDT","MILLWD",61759,344.3
"06/01/2011 00:20:00","EDT","N.Y.C.",61761,6479.9
"06/01/2011 00:20:00","EDT","NORTH",61755,666.8
"06/01/2011 00:20:00","EDT","WEST",61752,1959.2
"06/01/2011 00:25:00","EDT","CAPITL",61757,1285.3
"06/01/2011 00:25:00","EDT","CENTRL",61754,1930.8
"06/01/2011 00:25:00","EDT","DUNWOD",61760,701.9
"06/01/2011 00:25:00","EDT","GENESE",61753,1227.3
"06/01/2011 00:25:00","EDT","HUD VL",61758,1194.2
"06/01/2011 00:25:00","EDT","LONGIL",61762,2521.2
"06/01/2011 00:25:00","EDT","MHK VL",61756,812.6
"06/01/2011 00:25:00","EDT","MILLWD",61759,385
"06/01/2011 00:25:00","EDT","N.Y.C.",61761,6437.7
"06/01/2011 00:25:00","EDT","NORTH",61755,658.3
"06/01/2011 00:25:00","EDT","WEST",61752,1943.7
"06/01/2011 00:30:00","EDT","CAPITL",61757,1256.1
"06/01/2011 00:30:00","EDT","CENTRL",61754,1959.2
"06/01/2011 00:30:00","EDT","DUNWOD",61760,736.2
"06/01/2011 00:30:00","EDT","GENESE",61753,1223.7
"06/01/2011 00:30:00","EDT","HUD VL",61758,1195.9
"06/01/2011 00:30:00","EDT","LONGIL",61762,2490
"06/01/2011 00:30:00","EDT","MHK VL",61756,803.2
"06/01/2011 00:30:00","EDT","MILLWD",61759,350.2
"06/01/2011 00:30:00","EDT","N.Y.C.",61761,6406.1
"06/01/2011 00:30:00","EDT","NORTH",61755,654.6
"06/01/2011 00:30:00","EDT","WEST",61752,1922.5
"06/01/2011 00:35:00","EDT","CAPITL",61757,1260
"06/01/2011 00:35:00","EDT","CENTRL",61754,1942.2
"06/01/2011 00:35:00","EDT","DUNWOD",61760,702.6
"06/01/2011 00:35:00","EDT","GENESE",61753,1211.9
