"Time Stamp","Time Zone","Name","PTID","Load"
"07/16/2006 00:00:00","EDT","CAPITL",61757,1320.8
"07/16/2006 00:00:00","EDT","CENTRL",61754,1827.1
"07/16/2006 00:00:00","EDT","DUNWOD",61760,792.6
"07/16/2006 00:00:00","EDT","GENESE",61753,1185.4
"07/16/2006 00:00:00","EDT","HUD VL",61758,1322
"07/16/2006 00:00:00","EDT","LONGIL",61762,2906.6
"07/16/2006 00:00:00","EDT","MHK VL",61756,772.1
"07/16/2006 00:00:00","EDT","MILLWD",61759,285.7
"07/16/2006 00:00:00","EDT","N.Y.C.",61761,6784.4
"07/16/2006 00:00:00","EDT","NORTH",61755,667.2
"07/16/2006 00:00:00","EDT","WEST",61752,1875.3
"07/16/2006 00:05:00","EDT","CAPITL",61757,1288.8
"07/16/2006 00:05:00","EDT","CENTRL",61754,1813.9
"07/16/2006 00:05:00","EDT","DUNWOD",61760,806.4
"07/16/2006 00:05:00","EDT","GENESE",61753,1171.1
"07/16/2006 00:05:00","EDT","HUD VL",61758,1313.1
"07/16/2006 00:05:00","EDT","LONGIL",61762,2857.1
"07/16/2006 00:05:00","EDT","MHK VL",61756,766.6
"07/16/2006 00:05:00","EDT","MILLWD",61759,288.6
"07/16/2006 00:05:00","EDT","N.Y.C.",61761,6731.8
"07/16/2006 00:05:00","EDT","NORTH",61755,663.6
"07/16/2006 00:05:00","EDT","WEST",61752,1864.9
"07/16/2006 00:10:00","EDT","CAPITL",61757,1266.8
"07/16/2006 00:10:00","EDT","CENTRL",61754,1785.5
"07/16/2006 00:10:00","EDT","DUNWOD",61760,785.7
"07/16/2006 00:10:00","EDT","GENESE",61753,1173
"07/16/2006 00:10:00","EDT","HUD VL",61758,1314.8
"07/16/2006 00:10:00","EDT","LONGIL",61762,2863.3
"07/16/2006 00:10:00","EDT","MHK VL",61756,766.5
"07/16/2006 00:10:00","EDT","MILLWD",61759,296.3
"07/16/2006 00:10:00","EDT","N.Y.C.",61761,6715.3
"07/16/2006 00:10:00","EDT","NORTH",61755,661.7
"07/16/2006 00:10:00","EDT","WEST",61752,1827.8
"07/16/2006 00:15:00","EDT","CAPITL",61757,1260.4
"07/16/2006 00:15:00","EDT","CENTRL",61754,1778.4
"07/16/2006 00:15:00","EDT","DUNWOD",61760,765.7
"07/16/2006 00:15:00","EDT","GENESE",61753,1160.3
"07/16/2006 00:15:00","EDT","HUD VL",61758,1291
"07/16/2006 00:15:00","EDT","LONGIL",61762,2833.8
"07/16/2006 00:15:00","EDT","MHK VL",61756,766.5
"07/16/2006 00:15:00","EDT","MILLWD",61759,277.1
"07/16/2006 00:15:00","EDT","N.Y.C.",61761,6662.5
"07/16/2006 00:15:00","EDT","NORTH",61755,675.3
"07/16/2006 00:15:00","EDT","WEST",61752,1850.9
"07/16/2006 00:20:00","EDT","CAPITL",61757,1262.3
"07/16/2006 00:20:00","EDT","CENTRL",61754,1798.6
"07/16/2006 00:20:00","EDT","DUNWOD",61760,767.3
"07/16/2006 00:20:00","EDT","GENESE",61753,1153.8
"07/16/2006 00:20:00","EDT","HUD VL",61758,1277.3
"07/16/2006 00:20:00","EDT","LONGIL",61762,2829.8
"07/16/2006 00:20:00","EDT","MHK VL",61756,753.5
"07/16/2006 00:20:00","EDT","MILLWD",61759,289.9
"07/16/2006 00:20:00","EDT","N.Y.C.",61761,6662.5
"07/16/2006 00:20:00","EDT","NORTH",61755,666.7
"07/16/2006 00:20:00","EDT","WEST",61752,1813
"07/16/2006 00:25:00","EDT","CAPITL",61757,1256.5
"07/16/2006 00:25:00","EDT","CENTRL",61754,1768.6
"07/16/2006 00:25:00","EDT","DUNWOD",61760,779.8
"07/16/2006 00:25:00","EDT","GENESE",61753,1146.8
"07/16/2006 00:25:00","EDT","HUD VL",61758,1260.3
"07/16/2006 00:25:00","EDT","LONGIL",61762,2792.7
"07/16/2006 00:25:00","EDT","MHK VL",61756,766.2
"07/16/2006 00:25:00","EDT","MILLWD",61759,281.1
"07/16/2006 00:25:00","EDT","N.Y.C.",61761,6602.6
"07/16/2006 00:25:00","EDT","NORTH",61755,657.5
"07/16/2006 00:25:00","EDT","WEST",61752,1797.4
"07/16/2006 00:30:00","EDT","CAPITL",61757,1228
"07/16/2006 00:30:00","EDT","CENTRL",61754,1769.5
"07/16/2006 00:30:00","EDT","DUNWOD",61760,775.7
"07/16/2006 00:30:00","EDT","GENESE",61753,1128
"07/16/2006 00:30:00","EDT","HUD VL",61758,1262.7
"07/16/2006 00:30:00","EDT","LONGIL",61762,2780.3
"07/16/2006 00:30:00","EDT","MHK VL",61756,764.9
"07/16/2006 00:30:00","EDT","MILLWD",61759,274.7
"07/16/2006 00:30:00","EDT","N.Y.C.",61761,6599.5
"07/16/2006 00:30:00","EDT","NORTH",61755,660.1
"07/16/2006 00:30:00","EDT","WEST",61752,1806.3
"07/16/2006 00:35:00","EDT","CAPITL",61757,1240.2
"07/16/2006 00:35:00","EDT","CENTRL",61754,1743.7
"07/16/2006 00:35:00","EDT","DUNWOD",61760,751
"07/16/2006 00:35:00","EDT","GENESE",61753,1141.3
"07/16/2006 00:35:00","EDT","HUD VL",61758,1242.8
"07/16/2006 00:35:00","EDT","LONGIL",61762,2756.5
"07/16/2006 00:35:00","EDT","MHK VL",61756,762.2
"07/16/2006 00:35:00","EDT","MILLWD",61759,264.9
"07/16/2006 00:35:00","EDT","N.Y.C.",61761,6575.8
"07/16/2006 00:35:00","EDT","NORTH",61755,654.1
"07/16/2006 00:35:00","EDT","WEST",61752,1774.2
"07/16/2006 00:40:00","EDT","CAPITL",61757,1225.1
"07/16/2006 00:40:00","EDT","CENTRL",61754,1750.1
"07/16/2006 00:40:00","EDT","DUNWOD",61760,744
"07/16/2006 00:40:00","EDT","GENESE",61753,1123.5
"07/16/2006 00:40:00","EDT","HUD VL",61758,1224.1
"07/16/2006 00:40:00","EDT","LONGIL",61762,2738.2
"07/16/2006 00:40:00","EDT","MHK VL",61756,745.7
"07/16/2006 00:40:00","EDT","MILLWD",61759,274
"07/16/2006 00:40:00","EDT","N.Y.C.",61761,6559.1
"07/16/2006 00:40:00","EDT","NORTH",61755,675
"07/16/2006 00:40:00","EDT","WEST",61752,1800.9
"07/16/2006 00:45:00","EDT","CAPITL",61757,1214.7
"07/16/2006 00:45:00","EDT","CENTRL",61754,1755.8
"07/16/2006 00:45:00","EDT","DUNWOD",61760,743.7
