"Time Stamp","Time Zone","Name","PTID","Load"
"10/24/2006 00:00:00","EDT","CAPITL",61757,989
"10/24/2006 00:00:00","EDT","CENTRL",61754,1600.4
"10/24/2006 00:00:00","EDT","DUNWOD",61760,547.1
"10/24/2006 00:00:00","EDT","GENESE",61753,951.4
"10/24/2006 00:00:00","EDT","HUD VL",61758,976.4
"10/24/2006 00:00:00","EDT","LONGIL",61762,1897.5
"10/24/2006 00:00:00","EDT","MHK VL",61756,687.8
"10/24/2006 00:00:00","EDT","MILLWD",61759,214.3
"10/24/2006 00:00:00","EDT","N.Y.C.",61761,4845.9
"10/24/2006 00:00:00","EDT","NORTH",61755,669.7
"10/24/2006 00:00:00","EDT","WEST",61752,1592.6
"10/24/2006 00:05:00","EDT","CAPITL",61757,974.3
"10/24/2006 00:05:00","EDT","CENTRL",61754,1594.6
"10/24/2006 00:05:00","EDT","DUNWOD",61760,533.6
"10/24/2006 00:05:00","EDT","GENESE",61753,958.3
"10/24/2006 00:05:00","EDT","HUD VL",61758,921.5
"10/24/2006 00:05:00","EDT","LONGIL",61762,1879.4
"10/24/2006 00:05:00","EDT","MHK VL",61756,680.1
"10/24/2006 00:05:00","EDT","MILLWD",61759,235.7
"10/24/2006 00:05:00","EDT","N.Y.C.",61761,4813.3
"10/24/2006 00:05:00","EDT","NORTH",61755,671.2
"10/24/2006 00:05:00","EDT","WEST",61752,1589.5
"10/24/2006 00:10:00","EDT","CAPITL",61757,996
"10/24/2006 00:10:00","EDT","CENTRL",61754,1589.5
"10/24/2006 00:10:00","EDT","DUNWOD",61760,528.1
"10/24/2006 00:10:00","EDT","GENESE",61753,937.7
"10/24/2006 00:10:00","EDT","HUD VL",61758,934.4
"10/24/2006 00:10:00","EDT","LONGIL",61762,1857.8
"10/24/2006 00:10:00","EDT","MHK VL",61756,680.3
"10/24/2006 00:10:00","EDT","MILLWD",61759,214.2
"10/24/2006 00:10:00","EDT","N.Y.C.",61761,4750.4
"10/24/2006 00:10:00","EDT","NORTH",61755,660.7
"10/24/2006 00:10:00","EDT","WEST",61752,1574.6
"10/24/2006 00:15:00","EDT","CAPITL",61757,1012.7
"10/24/2006 00:15:00","EDT","CENTRL",61754,1575.7
"10/24/2006 00:15:00","EDT","DUNWOD",61760,498.6
"10/24/2006 00:15:00","EDT","GENESE",61753,934.5
"10/24/2006 00:15:00","EDT","HUD VL",61758,907.8
"10/24/2006 00:15:00","EDT","LONGIL",61762,1839.9
"10/24/2006 00:15:00","EDT","MHK VL",61756,648.5
"10/24/2006 00:15:00","EDT","MILLWD",61759,226.3
"10/24/2006 00:15:00","EDT","N.Y.C.",61761,4702.8
