"Time Stamp","Time Zone","Name","PTID","Load"
"07/18/2007 00:00:00","EDT","CAPITL",61757,1363.5
"07/18/2007 00:00:00","EDT","CENTRL",61754,1797.8
"07/18/2007 00:00:00","EDT","DUNWOD",61760,873.9
"07/18/2007 00:00:00","EDT","GENESE",61753,1101.1
"07/18/2007 00:00:00","EDT","HUD VL",61758,1328.2
"07/18/2007 00:00:00","EDT","LONGIL",61762,3023.8
"07/18/2007 00:00:00","EDT","MHK VL",61756,843.1
"07/18/2007 00:00:00","EDT","MILLWD",61759,317.6
"07/18/2007 00:00:00","EDT","N.Y.C.",61761,7278.8
"07/18/2007 00:00:00","EDT","NORTH",61755,704.2
"07/18/2007 00:00:00","EDT","WEST",61752,1743.7
"07/18/2007 00:05:00","EDT","CAPITL",61757,1361.4
"07/18/2007 00:05:00","EDT","CENTRL",61754,1822.5
"07/18/2007 00:05:00","EDT","DUNWOD",61760,872
"07/18/2007 00:05:00","EDT","GENESE",61753,1078.7
"07/18/2007 00:05:00","EDT","HUD VL",61758,1305.6
"07/18/2007 00:05:00","EDT","LONGIL",61762,2978.4
"07/18/2007 00:05:00","EDT","MHK VL",61756,833.3
"07/18/2007 00:05:00","EDT","MILLWD",61759,325
"07/18/2007 00:05:00","EDT","N.Y.C.",61761,7202.4
"07/18/2007 00:05:00","EDT","NORTH",61755,691.2
"07/18/2007 00:05:00","EDT","WEST",61752,1758.9
"07/18/2007 00:10:00","EDT","CAPITL",61757,1356.6
"07/18/2007 00:10:00","EDT","CENTRL",61754,1826
"07/18/2007 00:10:00","EDT","DUNWOD",61760,863.2
"07/18/2007 00:10:00","EDT","GENESE",61753,1075.5
"07/18/2007 00:10:00","EDT","HUD VL",61758,1305.6
"07/18/2007 00:10:00","EDT","LONGIL",61762,2967.5
"07/18/2007 00:10:00","EDT","MHK VL",61756,822.2
"07/18/2007 00:10:00","EDT","MILLWD",61759,298.9
"07/18/2007 00:10:00","EDT","N.Y.C.",61761,7155.5
"07/18/2007 00:10:00","EDT","NORTH",61755,700
"07/18/2007 00:10:00","EDT","WEST",61752,1729.3
"07/18/2007 00:15:00","EDT","CAPITL",61757,1329.6
"07/18/2007 00:15:00","EDT","CENTRL",61754,1839.7
"07/18/2007 00:15:00","EDT","DUNWOD",61760,849.4
"07/18/2007 00:15:00","EDT","GENESE",61753,1059.9
"07/18/2007 00:15:00","EDT","HUD VL",61758,1317.9
"07/18/2007 00:15:00","EDT","LONGIL",61762,2929
"07/18/2007 00:15:00","EDT","MHK VL",61756,806.7
"07/18/2007 00:15:00","EDT","MILLWD",61759,300.4
"07/18/2007 00:15:00","EDT","N.Y.C.",61761,7118.3
"07/18/2007 00:15:00","EDT","NORTH",61755,710.7
"07/18/2007 00:15:00","EDT","WEST",61752,1751.7
"07/18/2007 00:20:00","EDT","CAPITL",61757,1317.6
"07/18/2007 00:20:00","EDT","CENTRL",61754,1820.9
"07/18/2007 00:20:00","EDT","DUNWOD",61760,838.3
"07/18/2007 00:20:00","EDT","GENESE",61753,1044.9
"07/18/2007 00:20:00","EDT","HUD VL",61758,1331.7
"07/18/2007 00:20:00","EDT","LONGIL",61762,2921.3
"07/18/2007 00:20:00","EDT","MHK VL",61756,823
"07/18/2007 00:20:00","EDT","MILLWD",61759,275.7
"07/18/2007 00:20:00","EDT","N.Y.C.",61761,7050.9
"07/18/2007 00:20:00","EDT","NORTH",61755,687.6
"07/18/2007 00:20:00","EDT","WEST",61752,1727.3
"07/18/2007 00:25:00","EDT","CAPITL",61757,1303.6
"07/18/2007 00:25:00","EDT","CENTRL",61754,1804.1
"07/18/2007 00:25:00","EDT","DUNWOD",61760,840.5
"07/18/2007 00:25:00","EDT","GENESE",61753,1054
"07/18/2007 00:25:00","EDT","HUD VL",61758,1305.7
"07/18/2007 00:25:00","EDT","LONGIL",61762,2884
"07/18/2007 00:25:00","EDT","MHK VL",61756,811.5
"07/18/2007 00:25:00","EDT","MILLWD",61759,293.7
"07/18/2007 00:25:00","EDT","N.Y.C.",61761,7022
"07/18/2007 00:25:00","EDT","NORTH",61755,702.7
"07/18/2007 00:25:00","EDT","WEST",61752,1704
"07/18/2007 00:30:00","EDT","CAPITL",61757,1311.2
"07/18/2007 00:30:00","EDT","CENTRL",61754,1757.4
"07/18/2007 00:30:00","EDT","DUNWOD",61760,826.2
"07/18/2007 00:30:00","EDT","GENESE",61753,1046.6
"07/18/2007 00:30:00","EDT","HUD VL",61758,1258.5
"07/18/2007 00:30:00","EDT","LONGIL",61762,2870.8
"07/18/2007 00:30:00","EDT","MHK VL",61756,786.5
"07/18/2007 00:30:00","EDT","MILLWD",61759,314.1
"07/18/2007 00:30:00","EDT","N.Y.C.",61761,6996.3
"07/18/2007 00:30:00","EDT","NORTH",61755,706.5
"07/18/2007 00:30:00","EDT","WEST",61752,1690.8
"07/18/2007 00:35:00","EDT","CAPITL",61757,1299.6
"07/18/2007 00:35:00","EDT","CENTRL",61754,1775.2
"07/18/2007 00:35:00","EDT","DUNWOD",61760,826.6
"07/18/2007 00:35:00","EDT","GENESE",61753,1040.2
"07/18/2007 00:35:00","EDT","HUD VL",61758,1232
"07/18/2007 00:35:00","EDT","LONGIL",61762,2856.9
"07/18/2007 00:35:00","EDT","MHK VL",61756,797.4
"07/18/2007 00:35:00","EDT","MILLWD",61759,317.8
"07/18/2007 00:35:00","EDT","N.Y.C.",61761,6956.1
"07/18/2007 00:35:00","EDT","NORTH",61755,707.2
"07/18/2007 00:35:00","EDT","WEST",61752,1682.3
"07/18/2007 00:40:00","EDT","CAPITL",61757,1291.8
"07/18/2007 00:40:00","EDT","CENTRL",61754,1777.5
"07/18/2007 00:40:00","EDT","DUNWOD",61760,820.2
"07/18/2007 00:40:00","EDT","GENESE",61753,1020.2
"07/18/2007 00:40:00","EDT","HUD VL",61758,1239.7
"07/18/2007 00:40:00","EDT","LONGIL",61762,2823.1
"07/18/2007 00:40:00","EDT","MHK VL",61756,808.4
"07/18/2007 00:40:00","EDT","MILLWD",61759,299.2
"07/18/2007 00:40:00","EDT","N.Y.C.",61761,6940.1
"07/18/2007 00:40:00","EDT","NORTH",61755,721.4
"07/18/2007 00:40:00","EDT","WEST",61752,1673.6
"07/18/2007 00:45:00","EDT","CAPITL",61757,1294.3
"07/18/2007 00:45:00","EDT","CENTRL",61754,1756.2
"07/18/2007 00:45:00","EDT","DUNWOD",61760,815.5
"07/18/2007 00:45:00","EDT","GENESE",61753,1010.3
"07/18/2007 00:45:00","EDT","HUD VL",61758,1237.1
"07/18/2007 00:45:00","EDT","LONGIL",61762,2810.7
"07/18/2007 00:45:00","EDT","MHK VL",61756,802.5
"07/18/2007 00:45:00","EDT","MILLWD",61759,290.7
"07/18/2007 00:45:00","EDT","N.Y.C.",61761,6885.1
"07/18/2007 00:45:00","EDT","NORTH",61755,711
"07/18/2007 00:45:00","EDT","WEST",61752,1684.4
"07/18/2007 00:50:00","EDT","CAPITL",61757,1284.3
"07/18/2007 00:50:00","EDT","CENTRL",61754,1758.3
"07/18/2007 00:50:00","EDT","DUNWOD",61760,816.4
"07/18/2007 00:50:00","EDT","GENESE",61753,1005.2
"07/18/2007 00:50:00","EDT","HUD VL",61758,1268.6
"07/18/2007 00:50:00","EDT","LONGIL",61762,2805.3
"07/18/2007 00:50:00","EDT","MHK VL",61756,797.8
"07/18/2007 00:50:00","EDT","MILLWD",61759,257.5
"07/18/2007 00:50:00","EDT","N.Y.C.",61761,6877.6
"07/18/2007 00:50:00","EDT","NORTH",61755,706.7
"07/18/2007 00:50:00","EDT","WEST",61752,1696
"07/18/2007 00:55:00","EDT","CAPITL",61757,1265.2
"07/18/2007 00:55:00","EDT","CENTRL",61754,1757.6
"07/18/2007 00:55:00","EDT","DUNWOD",61760,812.3
"07/18/2007 00:55:00","EDT","GENESE",61753,990.4
"07/18/2007 00:55:00","EDT","HUD VL",61758,1276.7
"07/18/2007 00:55:00","EDT","LONGIL",61762,2790.6
"07/18/2007 00:55:00","EDT","MHK VL",61756,800
"07/18/2007 00:55:00","EDT","MILLWD",61759,246.8
"07/18/2007 00:55:00","EDT","N.Y.C.",61761,6855.7
"07/18/2007 00:55:00","EDT","NORTH",61755,696.2
"07/18/2007 00:55:00","EDT","WEST",61752,1679.7
"07/18/2007 01:00:00","EDT","CAPITL",61757,1261.7
"07/18/2007 01:00:00","EDT","CENTRL",61754,1752.6
