"Time Stamp","Time Zone","Name","PTID","Load"
"06/07/2006 00:00:00","EDT","CAPITL",61757,1089.5
"06/07/2006 00:00:00","EDT","CENTRL",61754,1710.7
"06/07/2006 00:00:00","EDT","DUNWOD",61760,606.4
"06/07/2006 00:00:00","EDT","GENESE",61753,924.2
"06/07/2006 00:00:00","EDT","HUD VL",61758,969.1
"06/07/2006 00:00:00","EDT","LONGIL",61762,2139.8
"06/07/2006 00:00:00","EDT","MHK VL",61756,597.2
"06/07/2006 00:00:00","EDT","MILLWD",61759,184.4
"06/07/2006 00:00:00","EDT","N.Y.C.",61761,5176.4
"06/07/2006 00:00:00","EDT","NORTH",61755,642.4
"06/07/2006 00:00:00","EDT","WEST",61752,1666.1
"06/07/2006 00:05:00","EDT","CAPITL",61757,1080.8
"06/07/2006 00:05:00","EDT","CENTRL",61754,1623.7
"06/07/2006 00:05:00","EDT","DUNWOD",61760,600.6
"06/07/2006 00:05:00","EDT","GENESE",61753,912.6
"06/07/2006 00:05:00","EDT","HUD VL",61758,944.6
"06/07/2006 00:05:00","EDT","LONGIL",61762,2111
"06/07/2006 00:05:00","EDT","MHK VL",61756,600
"06/07/2006 00:05:00","EDT","MILLWD",61759,170.9
"06/07/2006 00:05:00","EDT","N.Y.C.",61761,5145
"06/07/2006 00:05:00","EDT","NORTH",61755,665.5
"06/07/2006 00:05:00","EDT","WEST",61752,1644.5
"06/07/2006 00:10:00","EDT","CAPITL",61757,1075.2
"06/07/2006 00:10:00","EDT","CENTRL",61754,1639.2
"06/07/2006 00:10:00","EDT","DUNWOD",61760,600.3
"06/07/2006 00:10:00","EDT","GENESE",61753,908
"06/07/2006 00:10:00","EDT","HUD VL",61758,942.6
"06/07/2006 00:10:00","EDT","LONGIL",61762,2096.5
"06/07/2006 00:10:00","EDT","MHK VL",61756,597.6
"06/07/2006 00:10:00","EDT","MILLWD",61759,181.7
"06/07/2006 00:10:00","EDT","N.Y.C.",61761,5084.4
"06/07/2006 00:10:00","EDT","NORTH",61755,657.9
"06/07/2006 00:10:00","EDT","WEST",61752,1681.8
"06/07/2006 00:15:00","EDT","CAPITL",61757,1075.8
"06/07/2006 00:15:00","EDT","CENTRL",61754,1635
"06/07/2006 00:15:00","EDT","DUNWOD",61760,596.8
"06/07/2006 00:15:00","EDT","GENESE",61753,900.6
"06/07/2006 00:15:00","EDT","HUD VL",61758,942.8
"06/07/2006 00:15:00","EDT","LONGIL",61762,2071.1
"06/07/2006 00:15:00","EDT","MHK VL",61756,568.5
"06/07/2006 00:15:00","EDT","MILLWD",61759,184.2
"06/07/2006 00:15:00","EDT","N.Y.C.",61761,5046.4
"06/07/2006 00:15:00","EDT","NORTH",61755,673.5
"06/07/2006 00:15:00","EDT","WEST",61752,1663.1
"06/07/2006 00:20:00","EDT","CAPITL",61757,1125.3
"06/07/2006 00:20:00","EDT","CENTRL",61754,1606.1
"06/07/2006 00:20:00","EDT","DUNWOD",61760,587.3
"06/07/2006 00:20:00","EDT","GENESE",61753,908.3
"06/07/2006 00:20:00","EDT","HUD VL",61758,942.7
"06/07/2006 00:20:00","EDT","LONGIL",61762,2052.3
"06/07/2006 00:20:00","EDT","MHK VL",61756,573.4
"06/07/2006 00:20:00","EDT","MILLWD",61759,195.3
"06/07/2006 00:20:00","EDT","N.Y.C.",61761,5011.5
"06/07/2006 00:20:00","EDT","NORTH",61755,666.2
"06/07/2006 00:20:00","EDT","WEST",61752,1658.1
"06/07/2006 00:25:00","EDT","CAPITL",61757,1046.8
"06/07/2006 00:25:00","EDT","CENTRL",61754,1614.5
"06/07/2006 00:25:00","EDT","DUNWOD",61760,585.3
"06/07/2006 00:25:00","EDT","GENESE",61753,887.7
"06/07/2006 00:25:00","EDT","HUD VL",61758,919.2
"06/07/2006 00:25:00","EDT","LONGIL",61762,2046.1
"06/07/2006 00:25:00","EDT","MHK VL",61756,589.8
"06/07/2006 00:25:00","EDT","MILLWD",61759,174.7
"06/07/2006 00:25:00","EDT","N.Y.C.",61761,4997.8
"06/07/2006 00:25:00","EDT","NORTH",61755,652
"06/07/2006 00:25:00","EDT","WEST",61752,1648.3
"06/07/2006 00:30:00","EDT","CAPITL",61757,1038.6
"06/07/2006 00:30:00","EDT","CENTRL",61754,1589
"06/07/2006 00:30:00","EDT","DUNWOD",61760,584.3
"06/07/2006 00:30:00","EDT","GENESE",61753,888.3
"06/07/2006 00:30:00","EDT","HUD VL",61758,911.2
"06/07/2006 00:30:00","EDT","LONGIL",61762,2035.7
"06/07/2006 00:30:00","EDT","MHK VL",61756,589.1
"06/07/2006 00:30:00","EDT","MILLWD",61759,177.7
"06/07/2006 00:30:00","EDT","N.Y.C.",61761,4957.8
"06/07/2006 00:30:00","EDT","NORTH",61755,648.9
"06/07/2006 00:30:00","EDT","WEST",61752,1636.3
"06/07/2006 00:35:00","EDT","CAPITL",61757,1047.9
"06/07/2006 00:35:00","EDT","CENTRL",61754,1578.6
"06/07/2006 00:35:00","EDT","DUNWOD",61760,590.7
"06/07/2006 00:35:00","EDT","GENESE",61753,883.9
"06/07/2006 00:35:00","EDT","HUD VL",61758,895.8
"06/07/2006 00:35:00","EDT","LONGIL",61762,2000.5
"06/07/2006 00:35:00","EDT","MHK VL",61756,587.2
"06/07/2006 00:35:00","EDT","MILLWD",61759,183.8
"06/07/2006 00:35:00","EDT","N.Y.C.",61761,4920
"06/07/2006 00:35:00","EDT","NORTH",61755,651.6
"06/07/2006 00:35:00","EDT","WEST",61752,1645.5
"06/07/2006 00:40:00","EDT","CAPITL",61757,1032.7
"06/07/2006 00:40:00","EDT","CENTRL",61754,1587.7
"06/07/2006 00:40:00","EDT","DUNWOD",61760,568.3
"06/07/2006 00:40:00","EDT","GENESE",61753,873
"06/07/2006 00:40:00","EDT","HUD VL",61758,915.9
"06/07/2006 00:40:00","EDT","LONGIL",61762,1983.4
"06/07/2006 00:40:00","EDT","MHK VL",61756,584
"06/07/2006 00:40:00","EDT","MILLWD",61759,175.2
"06/07/2006 00:40:00","EDT","N.Y.C.",61761,4902.3
"06/07/2006 00:40:00","EDT","NORTH",61755,652.8
"06/07/2006 00:40:00","EDT","WEST",61752,1630.6
"06/07/2006 00:45:00","EDT","CAPITL",61757,1031.4
"06/07/2006 00:45:00","EDT","CENTRL",61754,1590.8
"06/07/2006 00:45:00","EDT","DUNWOD",61760,553.6
"06/07/2006 00:45:00","EDT","GENESE",61753,872.8
"06/07/2006 00:45:00","EDT","HUD VL",61758,896.2
"06/07/2006 00:45:00","EDT","LONGIL",61762,1982.3
"06/07/2006 00:45:00","EDT","MHK VL",61756,577.1
"06/07/2006 00:45:00","EDT","MILLWD",61759,180.1
"06/07/2006 00:45:00","EDT","N.Y.C.",61761,4899.4
"06/07/2006 00:45:00","EDT","NORTH",61755,654.9
"06/07/2006 00:45:00","EDT","WEST",61752,1634.5
"06/07/2006 00:50:00","EDT","CAPITL",61757,1031.9
"06/07/2006 00:50:00","EDT","CENTRL",61754,1592.9
"06/07/2006 00:50:00","EDT","DUNWOD",61760,570
"06/07/2006 00:50:00","EDT","GENESE",61753,866
"06/07/2006 00:50:00","EDT","HUD VL",61758,900.4
"06/07/2006 00:50:00","EDT","LONGIL",61762,1968.5
"06/07/2006 00:50:00","EDT","MHK VL",61756,545.5
"06/07/2006 00:50:00","EDT","MILLWD",61759,175.9
"06/07/2006 00:50:00","EDT","N.Y.C.",61761,4847.8
"06/07/2006 00:50:00","EDT","NORTH",61755,660.7
"06/07/2006 00:50:00","EDT","WEST",61752,1601.1
"06/07/2006 00:55:00","EDT","CAPITL",61757,1008
"06/07/2006 00:55:00","EDT","CENTRL",61754,1587.9
"06/07/2006 00:55:00","EDT","DUNWOD",61760,558.5
"06/07/2006 00:55:00","EDT","GENESE",61753,859.9
"06/07/2006 00:55:00","EDT","HUD VL",61758,905.9
"06/07/2006 00:55:00","EDT","LONGIL",61762,1957.6
"06/07/2006 00:55:00","EDT","MHK VL",61756,561.4
"06/07/2006 00:55:00","EDT","MILLWD",61759,170.6
"06/07/2006 00:55:00","EDT","N.Y.C.",61761,4818.3
"06/07/2006 00:55:00","EDT","NORTH",61755,669.9
"06/07/2006 00:55:00","EDT","WEST",61752,1593.7
"06/07/2006 01:00:00","EDT","CAPITL",61757,1018.4
"06/07/2006 01:00:00","EDT","CENTRL",61754,1573.3
"06/07/2006 01:00:00","EDT","DUNWOD",61760,570.4
"06/07/2006 01:00:00","EDT","GENESE",61753,848.8
"06/07/2006 01:00:00","EDT","HUD VL",61758,891.1
"06/07/2006 01:00:00","EDT","LONGIL",61762,1941.6
"06/07/2006 01:00:00","EDT","MHK VL",61756,547.3
"06/07/2006 01:00:00","EDT","MILLWD",61759,173.6
"06/07/2006 01:00:00","EDT","N.Y.C.",61761,4776.7
"06/07/2006 01:00:00","EDT","NORTH",61755,661
"06/07/2006 01:00:00","EDT","WEST",61752,1597.1
"06/07/2006 01:05:00","EDT","CAPITL",61757,992.6
"06/07/2006 01:05:00","EDT","CENTRL",61754,1616.3
"06/07/2006 01:05:00","EDT","DUNWOD",61760,549.8
"06/07/2006 01:05:00","EDT","GENESE",61753,838.3
"06/07/2006 01:05:00","EDT","HUD VL",61758,910.8
"06/07/2006 01:05:00","EDT","LONGIL",61762,1929.3
"06/07/2006 01:05:00","EDT","MHK VL",61756,566
"06/07/2006 01:05:00","EDT","MILLWD",61759,175.9
"06/07/2006 01:05:00","EDT","N.Y.C.",61761,4759.3
"06/07/2006 01:05:00","EDT","NORTH",61755,639.3
"06/07/2006 01:05:00","EDT","WEST",61752,1615.1
"06/07/2006 01:10:00","EDT","CAPITL",61757,987.7
"06/07/2006 01:10:00","EDT","CENTRL",61754,1594
"06/07/2006 01:10:00","EDT","DUNWOD",61760,544
"06/07/2006 01:10:00","EDT","GENESE",61753,844.7
"06/07/2006 01:10:00","EDT","HUD VL",61758,910
"06/07/2006 01:10:00","EDT","LONGIL",61762,1926.4
"06/07/2006 01:10:00","EDT","MHK VL",61756,542.4
